arch,condition,seed,rho,wd,lesion,side,D50_rule,D50_exc,max_overreg,overreg_at_rule_intact,SI_q0.5,d_test_q0.5,d_exc_q0.5,SI_k64,d_test_k64,d_exc_k64,SI_k256,d_test_k256,d_exc_k256,tag
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,ebottom,in,,0.456666666666457,0.0495495495495495,,0.6245939210086585,-0.0074768038915413,0.6171171171171173,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,erand,in,,0.4666666666664115,0.0135135135135135,,0.587987906833056,-0.0009008197459688666,0.5870870870870871,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,etop,in,,0.4681818181815889,0.018018018018018,,0.5945045126199977,9.008197459689981e-05,0.5945945945945946,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,lowpass,in,,40.56692913387126,0.072072072072072,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,neurons,units,,,0.0,,,,,-0.0002702459237905997,0.0002702459237905997,0.0,0.004324340555310547,0.00018016394919380006,0.0045045045045043475,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,randk,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,randunits,units,,,0.0,,,,,6.005464973126683e-05,-6.005464973126683e-05,0.0,0.0002402185989250335,-0.0002402185989250335,0.0,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,residual,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,topk,in,,0.8573298429318125,0.018018018018018,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,ebottom,in,,0.4524590163932517,0.054054054054054,,0.6418007954806442,-0.0111701648500135,0.6306306306306306,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,erand,in,,0.46851851851823684,0.0165165165165165,,0.5790688445404237,-0.0024922679638471,0.5765765765765766,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,etop,in,,0.48124999999962426,0.009009009009009,,0.5405405405405406,0.0,0.5405405405405406,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,lowpass,in,,41.20000000001258,0.0495495495495495,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,neurons,units,,,0.0,,,,,0.00036032789838749994,-0.00036032789838749994,0.0,0.004594586479101248,-9.008197459690025e-05,0.0045045045045043475,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,randk,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,randunits,units,,,0.0,,,,,9.00819745969001e-05,-9.00819745969001e-05,0.0,0.00012010929946253352,-0.00012010929946253352,0.0,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,residual,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,topk,in,,0.8612565445024885,0.009009009009009,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,ebottom,in,,0.44090909090888447,0.036036036036036,,0.6239633471864805,-0.006846230069363199,0.6171171171171173,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,erand,in,,0.4173913043477542,0.0135135135135135,,0.7023721316127406,-0.0026724319130408997,0.6996996996996997,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,etop,in,,0.4083333333332948,0.0135135135135135,,0.6998196737409421,-0.0016214755427438998,0.6981981981981982,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,lowpass,in,,44.29629629630391,0.027027027027027,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,neurons,units,,,0.0,,,,,-0.0001801639491937001,0.0001801639491937001,0.0,0.0003603278983875999,-0.0003603278983875999,0.0,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,randk,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,randunits,units,,,0.0,,,,,9.008197459693327e-05,-9.008197459693327e-05,0.0,0.0028828937035404317,0.00012010929946246673,0.0030030030030028985,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,residual,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,topk,in,,0.8483606557375856,0.0135135135135135,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,ebottom,in,,0.41923076923068714,0.036036036036036,,0.6937833698936303,-0.004594180704441101,0.6891891891891893,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,erand,in,,0.440828402366703,0.0135135135135135,,0.6523721721902066,-0.0022220220400564665,0.6501501501501502,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,etop,in,,0.44468085106361877,0.018018018018018,,0.6183782647614736,-0.0012611476443564,0.6171171171171173,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,lowpass,in,,42.20689655173523,0.027027027027027,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,neurons,units,,,0.0,,,,,0.00018016394919380006,-0.00018016394919380006,0.0,0.013333349564319898,0.00018016394919369993,0.013513513513513598,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,randk,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,randunits,units,,,0.0,,,,,6.0054649731266725e-05,-6.0054649731266725e-05,0.0,0.0029729756781372986,3.002732486559997e-05,0.0030030030030028985,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,residual,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,topk,in,,0.84999999999988,0.018018018018018,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1002,0.02,0.3,ebottom,in,,0.4163636363635703,0.054054054054054,,0.7110799205655525,-0.012881722367354301,0.6981981981981982,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1002,0.02,0.3,erand,in,,0.4211267605632812,0.012012012012012,,0.6626723561684377,-0.0035131970092784,0.6591591591591592,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1002,0.02,0.3,etop,in,,0.43199999999985794,0.018018018018018,,0.6437838162457568,0.00036032789838749994,0.6441441441441442,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1002,0.02,0.3,lowpass,in,,45.03092783505834,0.0405405405405405,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1002,0.02,0.3,neurons,units,,,0.0,,,,,0.00486483240289207,-0.00036032789838750016,0.0045045045045045695,0.013423431538916475,9.008197459689981e-05,0.013513513513513375,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1002,0.02,0.3,randk,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1002,0.02,0.3,randunits,units,,,0.0,,,,,0.00012010929946250006,-0.00012010929946250006,0.0,0.00027024592379063347,-0.00027024592379063347,0.0,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1002,0.02,0.3,residual,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.02_wd0.3_tiersNone,1002,0.02,0.3,topk,in,,0.8464912280700502,0.018018018018018,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1000,0.05,0.1,ebottom,in,,0.4565624999998038,0.0306306306306306,,0.6287384222345037,-0.0035131970092783997,0.6252252252252253,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1000,0.05,0.1,erand,in,,0.4786041189928355,0.018018018018018,,0.5579878229729595,-0.0018316668168032665,0.5561561561561562,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1000,0.05,0.1,etop,in,,0.4981060606056481,0.0036036036036036,,0.5053152422758763,-0.0008107377713719,0.5045045045045045,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1000,0.05,0.1,lowpass,in,,40.11904761906064,0.027027027027027,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1000,0.05,0.1,neurons,units,,,0.0,,,,,-9.008197459690003e-05,9.008197459690003e-05,0.0,0.0,0.0,0.0,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1000,0.05,0.1,randk,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1000,0.05,0.1,randunits,units,,,0.0,,,,,-9.008197459690003e-05,9.008197459690003e-05,0.0,-9.008197459690007e-05,9.008197459690007e-05,0.0,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1000,0.05,0.1,residual,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1000,0.05,0.1,topk,in,,0.8658596837943393,0.0018018018018018,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1002,0.05,0.1,ebottom,in,,0.45738255033535674,0.063063063063063,,0.6327911372321785,-0.018376722817764198,0.6144144144144144,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1002,0.05,0.1,erand,in,,0.47093301435378443,0.024024024024024,,0.5793087385196204,-0.006335765546647501,0.572972972972973,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1002,0.05,0.1,etop,in,,0.5280645161289318,0.0072072072072072,,0.41900924435831205,0.0026123772633095997,0.42162162162162165,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1002,0.05,0.1,lowpass,in,,39.734939759049965,0.0216216216216216,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1002,0.05,0.1,neurons,units,,,0.0,,,,,-0.00027024592379059926,0.00027024592379059926,0.0,0.0021621297001893835,-0.0003603278983876001,0.0018018018018017834,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1002,0.05,0.1,randk,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1002,0.05,0.1,randunits,units,,,0.0,,,,,-6.005464973126625e-05,6.005464973126625e-05,0.0,9.008197459690025e-05,-9.008197459690025e-05,0.0,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1002,0.05,0.1,residual,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.1_tiersNone,1002,0.05,0.1,topk,in,,0.870164410057898,0.0036036036036036,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,ebottom,in,,0.44343065693413064,0.0234234234234234,,0.6437834104710964,-0.0041437708314567,0.6396396396396398,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,erand,in,,0.46229698375846007,0.0138138138138138,,0.6008405486830855,-0.003242951085487833,0.5975975975975977,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,etop,in,,0.4676229508193645,0.0072072072072072,,0.5725224007901245,-0.0013512296189532999,0.5711711711711712,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,lowpass,in,,41.18694362018926,0.0234234234234234,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,neurons,units,,,0.0,,,,,0.0002702459237907,-0.0002702459237907,0.0,0.0003603278983876,-0.0003603278983876,0.0,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,randk,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,randunits,units,,,0.0,,,,,0.0002101912740594333,-0.0002101912740594333,0.0,0.0007807645497943943,-0.00018016394919379995,0.0006006006006005945,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,residual,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,topk,in,,0.8550764192138465,0.0072072072072072,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,ebottom,in,,0.4416129032256575,0.0252252252252252,,0.670900194852992,-0.0078371317899288,0.6630630630630632,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,erand,in,,0.44883990719238676,0.0138138138138138,,0.6355252468935921,-0.0030928144611596,0.6324324324324325,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,etop,in,,0.4562937062934878,0.0144144144144144,,0.6129729405110002,-0.00036032789838750016,0.6126126126126127,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,lowpass,in,,41.39805825243904,0.0216216216216216,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,neurons,units,,,0.0,,,,,0.0,0.0,0.0,0.0027026215477705833,-0.0009008197459687999,0.0018018018018017834,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,randk,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,randunits,units,,,0.0,,,,,0.0001201092994624668,-0.0001201092994624668,0.0,0.0018018018018017502,3.3248866622888805e-17,0.0018018018018017834,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,residual,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,topk,in,,0.8603862212942354,0.0036036036036036,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,ebottom,in,,0.4380434782607166,0.0306306306306306,,0.6615308579455953,-0.0074768038915413,0.654054054054054,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,erand,in,,0.43972772277211347,0.021021021021021002,,0.6500897438290466,-0.003843497582800367,0.6462462462462463,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,etop,in,,0.474180327868515,0.0072072072072072,,0.5574774125535319,-0.0007206557967750998,0.5567567567567568,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,lowpass,in,,42.000000000010814,0.0306306306306306,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,neurons,units,,,0.0,,,,,-0.00036032789838750005,0.00036032789838750005,0.0,0.0015315558780111833,0.0002702459237906001,0.0018018018018017834,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,randk,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,randunits,units,,,0.0,,,,,-0.00015013662432813337,0.00015013662432813337,0.0,-6.005464973126676e-05,6.005464973126676e-05,0.0,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,residual,in,,,0.0,,,,,,,,,,,0.25g
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,topk,in,,0.8609118852457756,0.0036036036036036,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,ebottom,in,,,,,,-0.0112602468246104,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,erand,in,,,,,,-0.005014563252559833,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,etop,in,,,,,,0.00036032789838750016,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,lowpass,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,randk,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,residual,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,topk,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,ebottom,in,,,,,,-0.0120709845959823,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,erand,in,,,,,,-0.0037834429330691004,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,etop,in,,,,,,0.0007206557967751001,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,lowpass,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,randk,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,residual,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,topk,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,ebottom,in,,,,,,-0.0117106566975948,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,erand,in,,,,,,-0.0032729784103534,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,etop,in,,,,,,0.0008107377713720003,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,lowpass,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,randk,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,residual,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,topk,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,ebottom,in,,,,,,-0.0086478695613008,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,erand,in,,,,,,-0.0042338528060535665,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,etop,in,,,,,,-0.0005404918475813,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,lowpass,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,randk,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,residual,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,topk,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,ebottom,in,,,,,,-0.0081073777137195,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,erand,in,,,,,,-0.0030027324865627664,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,etop,in,,,,,,-0.0009909017205657002,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,lowpass,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,randk,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,residual,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,topk,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,ebottom,in,,,,,,-0.0080172957391226,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,erand,in,,,,,,-0.004323934780650434,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,etop,in,,,,,,-0.00036032789838749994,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,lowpass,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,randk,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,residual,in,,,,,,,,,,,,,,0.25g
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,topk,in,,,,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,ebottom,in,,,0.0135135135135135,,0.0479276682321454,-0.0028826231871003,0.0450450450450451,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,erand,in,,,0.015015015015015001,,0.06837817008071946,-0.0023121040146533663,0.06606606606606609,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,etop,in,,,0.018018018018018,,0.060270116075899396,-0.0017115575173407998,0.0585585585585586,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,lowpass,in,,,0.018018018018018,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,neurons,units,,,0.0225225225225225,,,,,0.004864832402892114,-0.0003603278983876,0.004504504504504514,0.0460359467656108,-0.0009909017205657002,0.0450450450450451,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,randk,in,,,0.0045045045045045,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,randunits,units,,,0.0045045045045045,,,,,-0.007207234258851187,-0.0003002732486563,-0.007507507507507487,-0.0009910369787857955,-0.0005104645227157,-0.0015015015015014954,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,residual,in,,,0.0045045045045045,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,topk,in,,,0.018018018018018,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,ebottom,in,,,0.018018018018018,,0.0691890431103115,-0.0016214755427439,0.0675675675675676,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,erand,in,,,0.018018018018018,,0.0572671130728964,-0.0017115575173408,0.0555555555555556,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,etop,in,,,0.018018018018018,,0.046666520587789,-0.0016214755427439,0.0450450450450451,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,lowpass,in,,,0.0225225225225225,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,neurons,units,,,0.0045045045045045,,,,,0.050270205346324696,-0.0007206557967751,0.0495495495495496,0.0774773963225454,-0.0009008197459688,0.0765765765765766,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,randk,in,,,0.0,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,randunits,units,,,0.0,,,,,-0.0013513648771733618,-0.00015013662432813331,-0.0015015015015014954,0.015045042339880667,-3.0027324865633325e-05,0.015015015015015032,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,residual,in,,,0.0,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,topk,in,,,0.009009009009009,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,ebottom,in,,,0.0135135135135135,,0.09234213945501218,-0.0022520493649221,0.09009009009009009,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,erand,in,,,0.0135135135135135,,0.10354341369565224,-0.0014413115935501333,0.10210210210210212,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,etop,in,,,0.0045045045045045,,0.10504491519715368,-0.0014413115935501,0.10360360360360359,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,lowpass,in,,,0.018018018018018,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,neurons,units,,,0.0,,,,,0.049909877447937095,-0.00036032789838749994,0.0495495495495496,0.10396393150199108,-0.00036032789838749994,0.10360360360360359,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,randk,in,,,0.0,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,randunits,units,,,0.0,,,,,0.007717698781566886,-0.00021019127405939996,0.007507507507507487,0.027147136326489584,-0.0001201092994625,0.027027027027027084,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,residual,in,,,0.0,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,topk,in,,,0.0,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,ebottom,in,,,0.018018018018018,,0.0108106485009467,-0.0018016394919376998,0.009009009009009,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,erand,in,,,0.018018018018018,,0.0373872656549894,-0.0013512296189533,0.0360360360360361,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,etop,in,,,0.018018018018018,,0.0463061926894015,-0.0012611476443564,0.0450450450450451,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,lowpass,in,,,0.018018018018018,,,,,,,,,,,0.25g
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,neurons,units,,,0.0135135135135135,,,,,0.0318918594299192,-0.0003603278983876,0.0315315315315316,0.0546846278762323,-0.0006305738221782,0.0540540540540541,0.25g
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,randk,in,,,0.0,,,,,,,,,,,0.25g
