arch,condition,seed,rho,wd,lesion,side,D50_rule,D50_exc,max_overreg,overreg_at_rule_intact,SI_q0.5,d_test_q0.5,d_exc_q0.5,SI_k64,d_test_k64,d_exc_k64,SI_k256,d_test_k256,d_exc_k256
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,residual,in,,,0.0342342342342342,0.0342342342342342,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,residual,out,,,0.0252252252252252,0.0252252252252252,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,topk,both,0.870245792526259,0.8745361781074784,0.009009009009009,0.009009009009009,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,topk,in,0.8751044568243835,0.8711464354526643,0.0342342342342342,0.0342342342342342,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1000,0.05,0.3,topk,out,0.8749175772417683,,0.0054054054054054,0.0054054054054054,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,ebottom,in,0.675839526561954,0.3948818897633649,0.8522522522522522,0.8522522522522522,0.6524322538915819,-0.0019818034411314134,0.6504504504504505,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,erand,in,0.5873106484588533,0.5041899441340393,0.23243243243243242,0.14054054054054052,0.34646955756765685,0.14542233432423504,0.4918918918918919,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,etop,in,0.4102728047739863,0.6898496240597753,0.009009009009009,0.009009009009009,-0.4546313902407949,0.5915683271777319,0.13693693693693698,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,lowpass,in,25.10672645743342,39.16923076924962,0.2306306306306306,0.2198198198198198,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,neurons,units,,,0.0252252252252252,0.0252252252252252,,,,0.004504423349572462,-0.0009008197459687839,0.003603603603603678,0.014144006180759616,-0.0015313935681470214,0.012612612612612595
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,randk,both,,,0.027027027027027,0.027027027027027,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,randk,in,,,0.0126126126126126,0.0126126126126126,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,randk,out,,,0.0126126126126126,0.0126126126126126,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,randunits,units,,,0.004804804804804799,0.004804804804804799,,,,-0.00015013662432816766,0.00015013662432816766,0.0,0.0012012553044891499,0.0006005464973126337,0.0018018018018017834
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,residual,both,,,0.027027027027027,0.027027027027027,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,residual,in,,,0.0126126126126126,0.0126126126126126,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,residual,out,,,0.0126126126126126,0.0126126126126126,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,topk,both,0.8719731675391404,0.8761792452828867,0.0162162162162162,0.0162162162162162,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,topk,in,0.8760188015188108,0.874514563106662,0.036036036036036,0.036036036036036,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1001,0.05,0.3,topk,out,0.8735655349012357,,0.0036036036036036,0.0036036036036036,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,ebottom,in,0.6960269426003385,0.34281045751618455,0.8882882882882883,0.8882882882882883,0.9141437627159634,-0.004233852806053373,0.90990990990991,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,erand,in,0.6385461517760169,0.39740437158425634,0.39579579579579577,0.32192192192192187,0.6370965686883172,0.10524577365402525,0.7423423423423424,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,etop,in,0.3698110862538466,0.7305369127515641,0.027027027027027,0.027027027027027,-0.4531824500836301,0.6748040717052518,0.2216216216216217,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,lowpass,in,30.98913043478538,41.640449438212165,0.2162162162162162,0.1783783783783784,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,neurons,units,,,0.0414414414414414,0.0414414414414414,,,,0.0031530314207549592,-0.0013512296189531758,0.0018018018018017834,0.01873851150492889,-0.002522295288712617,0.016216216216216273
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,randk,both,,,0.0216216216216216,0.0216216216216216,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,randk,in,,,0.0162162162162162,0.0162162162162162,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,randk,out,,,0.0072072072072072,0.0072072072072072,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,randunits,units,,,0.004804804804804799,0.004804804804804799,,,,-0.00048049130113810473,-0.00012010929946248972,-0.0006006006006005945,-0.0006306279254662724,3.002732486567794e-05,-0.0006006006006005945
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,residual,both,,,0.0216216216216216,0.0216216216216216,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,residual,in,,,0.0162162162162162,0.0162162162162162,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,residual,out,,,0.0072072072072072,0.0072072072072072,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,topk,both,0.8682536252759712,0.8773629489601689,0.009009009009009,0.0036036036036036,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,topk,in,0.8749999999998683,0.8828277886495621,0.0144144144144144,0.009009009009009,,,,,,,,,
kimi,kimi_add_rho0.05_wd0.3_tiersNone,1002,0.05,0.3,topk,out,0.8698856085056644,,0.0036036036036036,0.0036036036036036,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,ebottom,in,0.6904098165353815,,,,,0.10548599225295019,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,erand,in,0.5137569316080908,,,,,0.45143080202984714,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,etop,in,0.36828665568244134,,,,,0.7092153860012611,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,lowpass,in,46.18916857361177,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,randk,both,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,randk,in,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,randk,out,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,residual,both,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,residual,in,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,residual,out,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,topk,both,0.8547229285864417,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,topk,in,0.8702227793017373,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1000,0.0,0.1,topk,out,0.8673221334359004,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,ebottom,in,0.618381449631387,,,,,0.11206197639852256,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,erand,in,0.5011026579352815,,,,,0.49593129748070736,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,etop,in,0.27254783657976117,,,,,0.8437077740744077,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,lowpass,in,45.44524203939414,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,randk,both,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,randk,in,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,randk,out,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,residual,both,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,residual,in,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,residual,out,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,topk,both,0.8645216232226233,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,topk,in,0.8731358836604884,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1001,0.0,0.1,topk,out,0.8731444772265013,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,ebottom,in,0.5680790960449466,,,,,0.3128546977749752,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,erand,in,0.4613346590242084,,,,,0.5966429450800228,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,etop,in,0.3359140859139531,,,,,0.776416539050536,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,lowpass,in,45.33847231955668,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,randk,both,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,randk,in,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,randk,out,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,residual,both,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,residual,in,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,residual,out,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,topk,both,0.8510699117934093,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,topk,in,0.8667520741824015,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.1_tiersNone,1002,0.0,0.1,topk,out,0.8672718942899978,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,ebottom,in,0.5552646356871243,,,,,0.14503197910098187,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,erand,in,0.4821790483858307,,,,,0.5793772332822869,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,etop,in,0.380502995900206,,,,,0.6920097288532564,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,lowpass,in,13.717358490570819,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,randk,both,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,randk,in,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,randk,out,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,residual,both,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,residual,in,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,residual,out,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,topk,both,0.8735074972231237,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,topk,in,0.876707744853558,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1000,0.0,0.3,topk,out,0.8771746134019319,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,ebottom,in,0.5102343749999746,,,,,0.4585172506981354,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,erand,in,0.5041219576027098,,,,,0.48563192505179725,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,etop,in,0.33362494853841634,,,,,0.8795603999639674,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,lowpass,in,33.46149974839145,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,randk,both,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,randk,in,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,randk,out,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,residual,both,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,residual,in,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,residual,out,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,topk,both,0.873046513778309,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,topk,in,0.877172506240047,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1001,0.0,0.3,topk,out,0.8768925490914472,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,ebottom,in,0.5135057471263914,,,,,0.45959823439329806,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,erand,in,0.4933578037004114,,,,,0.5196528841245535,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,etop,in,0.3589831565812737,,,,,0.7638050626069725,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,lowpass,in,57.91918403747391,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,randk,both,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,randk,in,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,randk,out,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,residual,both,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,residual,in,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,residual,out,,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,topk,both,0.8739883196908511,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,topk,in,0.8783219880640223,,,,,,,,,,,,
kimi,kimi_add_rho0_wd0.3_tiersNone,1002,0.0,0.3,topk,out,0.877204059142124,,,,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,ebottom,in,0.7386250296840587,0.23980582524263266,0.963963963963964,0.963963963963964,0.9787386251218338,-0.001261147644356364,0.9774774774774775,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,erand,in,0.5478123935986393,0.3216216216215243,0.1486486486486486,0.13963963963963957,0.4129202168567992,0.4144071104705282,0.8273273273273274,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,etop,in,0.3423162014975375,0.8057142857142676,0.0135135135135135,0.009009009009009,-0.7472084732241475,0.9859472119628863,0.23873873873873874,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,lowpass,in,55.699847444724526,55.96250000002503,0.0135135135135135,0.0,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,neurons,units,,,0.0945945945945946,0.0945945945945946,,,,0.0045045045045043475,0.0,0.0045045045045043475,0.04891897572737136,0.0006305738221782375,0.0495495495495496
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,randk,both,,,0.036036036036036,0.036036036036036,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,randk,in,,,0.0315315315315315,0.0315315315315315,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,randk,out,,,0.009009009009009,0.009009009009009,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,randunits,units,,,0.006006006006006,0.006006006006006,,,,0.0026727024294809962,0.00033030057352190223,0.0030030030030028985,0.00423439383893387,0.001771612167072038,0.006006006006005908
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,residual,both,,,0.036036036036036,0.036036036036036,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,residual,in,,,0.0315315315315315,0.0315315315315315,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,residual,out,,,0.009009009009009,0.009009009009009,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,topk,both,0.8624057315232531,0.8738425925924653,0.0,0.0,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,topk,in,0.8695502141835957,0.9062499999998029,0.0,0.0,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,0.02,0.1,topk,out,0.8722380863213784,0.9088235294115573,0.0,0.0,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,ebottom,in,0.7376006755000757,0.2435294117645922,0.9234234234234234,0.9234234234234234,0.9299097313690592,-0.0019818034411311913,0.927927927927928,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,erand,in,0.5356283314487815,0.29875776397474674,0.10210210210210206,0.08708708708708703,0.46955242784447354,0.36528240699036135,0.8348348348348349,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,etop,in,0.2896895213451499,0.7441176470585354,0.0045045045045045,0.0,-0.6094629896990047,0.960814341050356,0.3513513513513513,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,lowpass,in,17.244050549823566,46.52873563218766,0.6261261261261262,0.6261261261261262,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,neurons,units,,,0.1576576576576576,0.1576576576576576,,,,0.022972932395506795,-0.00045040987298439195,0.022522522522522403,0.11351343235858136,-0.0009008197459687839,0.11261261261261257
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,randk,both,,,0.0765765765765765,0.0765765765765765,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,randk,in,,,0.0315315315315315,0.0315315315315315,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,randk,out,,,0.0,0.0,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,randunits,units,,,0.012012012012012,0.012012012012012,,,,-0.0007506831216409123,0.0007506831216409123,0.0,-0.0007205205385550917,0.0022220220400565407,0.0015015015015014492
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,residual,both,,,0.0765765765765765,0.0765765765765765,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,residual,in,,,0.0315315315315315,0.0315315315315315,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,residual,out,,,0.0,0.0,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,topk,both,0.8607197355034355,0.8761467889906973,0.0045045045045045,0.0,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,topk,in,0.8707453328303469,0.9002732240435336,0.0,0.0,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,0.02,0.1,topk,out,0.8713348585300824,,0.0,0.0,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,ebottom,in,0.7538713519951166,0.2929577464785826,0.8783783783783784,0.8783783783783784,0.9158557260079647,-0.0014413115935502097,0.9144144144144145,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,erand,in,0.5367650297288649,0.3420792079206533,0.09759759759759756,0.07657657657657653,0.4183887066960665,0.44797765967029995,0.8663663663663664,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,etop,in,0.19281051517271874,0.36666666666568004,0.0135135135135135,0.0045045045045045,-0.6362169303796185,0.9920727862354743,0.3558558558558559,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,lowpass,in,22.443575964830796,53.53191489364925,0.1531531531531531,0.0,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,neurons,units,,,0.2432432432432432,0.2432432432432432,,,,0.02306301437010383,-0.0005404918475814258,0.022522522522522403,0.12225219544379984,-0.0006305738221782375,0.1216216216216216
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,randk,both,,,0.0315315315315315,0.0315315315315315,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,randk,in,,,0.0135135135135135,0.0135135135135135,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,randk,out,,,0.0045045045045045,0.0045045045045045,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,randunits,units,,,0.0075075075075075005,0.0075075075075075005,,,,0.0014114195269045633,9.008197459688579e-05,0.0015015015015014492,0.00309322023581989,0.0014112842686844578,0.0045045045045043475
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,residual,both,,,0.0315315315315315,0.0315315315315315,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,residual,in,,,0.0135135135135135,0.0135135135135135,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,residual,out,,,0.0045045045045045,0.0045045045045045,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,topk,both,0.8633631011772841,0.8785046728970629,0.0,0.0,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,topk,in,0.8715782319301257,0.8841463414632693,0.0045045045045045,0.0045045045045045,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1002,0.02,0.1,topk,out,0.8715216173310908,0.9955752212384555,0.0,0.0,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,ebottom,in,0.7420187282228949,0.18217821782160157,0.9594594594594594,0.9594594594594594,0.9796394448678029,-0.002161967390325148,0.9774774774774777,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,erand,in,0.5242948257275594,0.2603092783503084,0.2237237237237237,0.14414414414414414,0.4167042008227489,0.41662913251058464,0.8333333333333336,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,etop,in,0.2405309364546614,0.8103896103895805,0.027027027027027,0.027027027027027,-0.67504794227612,0.9678407350689129,0.2927927927927929,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,lowpass,in,59.19128104711578,56.01257861637731,0.0135135135135135,0.0045045045045045,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,neurons,units,,,0.0765765765765765,0.0765765765765765,,,,0.022882850420910206,-0.00036032789838758017,0.022522522522522626,0.07531542893222021,0.001261147644356475,0.07657657657657668
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,randk,both,,,0.1261261261261261,0.1261261261261261,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,randk,in,,,0.0855855855855855,0.0855855855855855,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,randk,out,,,0.009009009009009,0.009009009009009,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,randunits,units,,,0.0225225225225225,0.0225225225225225,,,,0.0056456781076186235,0.00036032789838758017,0.006006006006006204,0.012732938325227408,0.0022820766897876745,0.015015015015015084
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,residual,both,,,0.1261261261261261,0.1261261261261261,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,residual,in,,,0.0855855855855855,0.0855855855855855,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,residual,out,,,0.018018018018018,0.018018018018018,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,topk,both,0.8488234321612369,0.8744186046510343,0.0045045045045045,0.0045045045045045,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,topk,in,0.8608703365773286,0.9036312849160106,0.0045045045045045,0.0045045045045045,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1000,0.02,0.3,topk,out,0.8669229649751335,0.9084302325579351,0.0045045045045045,0.0045045045045045,,,,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,ebottom,in,0.70827860352572,0.22236842105256624,0.9234234234234234,0.9234234234234234,0.9351348916703389,-0.0027024592379064627,0.9324324324324325,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,erand,in,0.6611252204584102,0.27890295358627615,0.2537537537537537,0.11111111111111105,0.5968950664023179,0.20190373239648077,0.7987987987987988,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,etop,in,0.41810290734151834,0.494915254236931,0.0045045045045045,0.0,-0.33613967088428853,0.849653184397802,0.5135135135135135,,,,,,
mamba,mamba_add_rho0.02_wd0.3_tiersNone,1001,0.02,0.3,lowpass,in,19.875253843928892,51.09523809527845,0.3648648648648648,0.2612612612612612,,,,,,,,,
