arch,condition,seed,task,rho,wd,step,basis,side,mode,energy_share,rank,dc_share
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,32,0.0056759775940046575,27,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,33,0.0027772824934242817,63,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,34,0.002809022781188112,60,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,35,0.002778792414710751,62,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,36,0.007028211672803361,24,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,37,0.012447356896945363,12,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,38,0.07203266392357179,6,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,39,0.00251320718743747,73,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,40,0.003851006391411061,35,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,41,0.004446247599196309,31,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,42,0.00326455530755812,46,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,43,0.08507529556051294,4,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,44,0.005556080060860067,28,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,45,0.008836634681459921,19,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,46,0.002214519485812894,74,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,47,0.00826658740833484,22,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,48,0.0025896646435102214,70,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,49,0.004707176128427681,30,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,50,0.043414656353672317,9,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,51,0.0026235417811296484,69,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,52,0.008419769944542835,20,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,53,0.003325895493441728,43,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,54,0.004011550941658162,34,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,55,0.0026502689835732553,66,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,56,0.00327519951918303,45,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,57,0.009314029333631024,18,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,58,0.002904785035630679,55,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,59,0.0670291515606771,7,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,60,0.00405731152494858,32,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,61,0.0029709163772379957,52,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,62,0.0029830798734602412,51,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,63,0.007608731825867975,23,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,64,0.0037779992291407257,36,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,65,0.008367048526014147,21,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,66,0.0028872693840220035,56,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,67,0.003135133156861684,50,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,68,0.009835670069090877,17,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,69,0.0031458356940255085,49,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,70,0.0034217044091708866,41,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,71,0.002661799559216604,65,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,72,0.0040478889622585406,33,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,73,0.012701085098786884,11,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1001,add,0.02,0.3,final,natural,out,74,0.0028510013341658093,58,0.001736103949515683
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,1,0.00276566267393309,27,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,2,0.0018136378827251773,58,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,3,0.001718442362976458,60,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,4,0.0018996073650596119,52,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,5,0.04911124087809141,7,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,6,0.004775986890470381,20,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,7,0.0015340631170828113,72,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,8,0.0019056252137429125,51,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,9,0.001978940411363692,47,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,10,0.006384692588613098,19,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,11,0.001941547108679714,49,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,12,0.0015377509536141992,70,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,13,0.001988184984617139,45,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,14,0.0025253217169622054,31,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,15,0.0015360011526753395,71,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,16,0.12336221480361918,2,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,17,0.003474343170221442,23,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,18,0.0018338684331274215,57,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,19,0.0016984262399861283,62,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,20,0.002544385191330488,30,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,21,0.009691421091137254,17,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,22,0.0022242690050448964,36,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,23,0.0016270417351788979,67,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,24,0.001881899923360729,54,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,25,0.003350389541443215,24,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,26,0.14154528113715006,1,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,27,0.002515234882146136,32,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,28,0.001910226158837919,50,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,29,0.002567518653381726,29,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,30,0.002037678606747014,41,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,31,0.0015112211225909442,73,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,32,0.013999172012892807,11,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,33,0.0020648310810014287,39,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,34,0.0019814774530429046,46,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,35,0.012060120698924636,15,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,36,0.0021912648591904237,37,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,37,0.0027094761399177707,28,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,38,0.10151292631025763,5,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,39,0.0014883893538913035,74,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,40,0.017573401926601066,9,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,41,0.0016200707300650075,68,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,42,0.00173315854870714,59,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,43,0.011963375894707914,16,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,44,0.002384687276860554,34,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,45,0.007140511089175004,18,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,46,0.0018700435092077073,55,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,47,0.002102730726121531,38,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,48,0.012256094847054356,13,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,49,0.001550245496708201,69,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,50,0.0020356792133430952,42,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,51,0.002051898454146526,40,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,52,0.027906757125051248,8,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,53,0.11161378838235207,4,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,54,0.0016414641411840298,66,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,55,0.0018904486765945487,53,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,56,0.0016692644882334662,64,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,57,0.07415552081469945,6,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,58,0.003983590608600351,22,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,59,0.003143012901717077,25,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,60,0.0024853254723065975,33,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,61,0.0019786648754464057,48,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,62,0.00201394407063779,44,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,63,0.0023255965979533445,35,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,64,0.0028982499483703136,26,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,65,0.0016533826155673975,65,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,66,0.0016756004835527096,63,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,67,0.004061222055596652,21,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,68,0.0020247917442557796,43,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,69,0.013567043046614083,12,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,70,0.0017181392970203775,61,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,71,0.01207610778005562,14,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,72,0.11906018828129221,3,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,73,0.015138792658800582,10,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,in,74,0.0018374233163701587,56,0.018773735389432583
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,1,0.005110748065377166,47,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,2,0.004711176921187672,48,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,3,0.004039368378398018,63,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,4,0.009163408435074204,36,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,5,0.03136483232326652,8,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,6,0.004237294502453693,56,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,7,0.004248752559616647,55,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,8,0.004452470040312411,51,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,9,0.0032717173235420976,72,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,10,0.032649540289384174,6,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,11,0.006409584475639282,39,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,12,0.020121846641120766,20,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,13,0.004261351572867512,54,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,14,0.004595612793750048,50,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,15,0.014836742455193366,28,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,16,0.0371468599364109,4,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,17,0.0034347032885786487,71,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,18,0.003958097519263212,65,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,19,0.01754974364120347,23,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,20,0.008818792271478502,37,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,21,0.010203725489304441,34,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,22,0.01878430789880906,22,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,23,0.003968272658638358,64,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,24,0.02480240453991666,14,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,25,0.004070701424366833,62,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,26,0.040869463055731484,2,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,27,0.01897173447890287,21,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,28,0.0053996258630213375,45,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,29,0.0037716897004852496,68,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,30,0.004095271285281309,61,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,31,0.009616469746775328,35,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,32,0.010895146948287807,32,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,33,0.0038352053965439925,67,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,34,0.015315602902958813,26,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,35,0.005594802860247174,42,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,36,0.0040971107464333875,60,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,37,0.02321647215925484,16,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,38,0.03533179414395224,5,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,39,0.027944679526308448,11,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,40,0.010975155922407654,31,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,41,0.00771073336683193,38,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,42,0.015191128583856156,27,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,43,0.010440964715422694,33,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,44,0.004263877091330839,53,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,45,0.0053741500165431855,46,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,46,0.021518427092384336,18,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,47,0.0030970036351909863,74,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,48,0.006022970940318671,40,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,49,0.003535770478097842,70,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,50,0.005524842418635017,44,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,51,0.0299828077533749,10,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,52,0.02403243784866018,15,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,53,0.03122058097257021,9,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,54,0.01732074197620592,24,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,55,0.004172800737686888,59,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,56,0.026605828280877673,13,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,57,0.05625226210984452,1,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,58,0.02023079533109297,19,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,59,0.003755130357234407,69,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,60,0.003930749953372352,66,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,61,0.01672336409431874,25,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,62,0.00568403206792182,41,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,63,0.004205812686180144,58,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,64,0.022445058832287947,17,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,65,0.004349584386715393,52,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,66,0.011230858386407836,30,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,67,0.005581375866103979,43,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,68,0.0046351870443050785,49,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,69,0.03198809322390741,7,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,70,0.027482946005467412,12,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,71,0.004223639496155339,57,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,72,0.03913348202315985,3,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,73,0.012883536714538528,29,0.0019424338411600432
transformer,transformer_add_rho0.02_wd0.3_tiersNone,1002,add,0.02,0.3,final,natural,out,74,0.0031067453312530174,73,0.0019424338411600432
transformer,transformer_add_rho0.05_wd0.1_tiersNone,1000,add,0.05,0.1,final,natural,in,1,0.005594924247096878,25,0.036090915965542154
transformer,transformer_add_rho0.05_wd0.1_tiersNone,1000,add,0.05,0.1,final,natural,in,2,0.0036180252563945575,44,0.036090915965542154
transformer,transformer_add_rho0.05_wd0.1_tiersNone,1000,add,0.05,0.1,final,natural,in,3,0.004733520308483595,30,0.036090915965542154
transformer,transformer_add_rho0.05_wd0.1_tiersNone,1000,add,0.05,0.1,final,natural,in,4,0.0036430147535826563,43,0.036090915965542154
transformer,transformer_add_rho0.05_wd0.1_tiersNone,1000,add,0.05,0.1,final,natural,in,5,0.008043989924446823,16,0.036090915965542154
transformer,transformer_add_rho0.05_wd0.1_tiersNone,1000,add,0.05,0.1,final,natural,in,6,0.006640838645074453,19,0.036090915965542154
