arch,condition,seed,task,rho,wd,step,step_req,grok_step,basis,side,mode,energy_share,rank,dc_share
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,in,69,0.015509060072796019,14,0.0039775486698590155
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,in,70,0.056128480618666036,2,0.0039775486698590155
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,in,71,0.012424267635313405,25,0.0039775486698590155
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,in,72,0.011668742844298693,31,0.0039775486698590155
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,in,73,0.017401242140296955,9,0.0039775486698590155
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,in,74,0.011741036370569932,29,0.0039775486698590155
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,1,0.009342503016825205,53,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,2,0.010823091790059539,33,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,3,0.016649747941761935,7,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,4,0.008243615021865072,71,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,5,0.010351817293652305,39,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,6,0.008571022200556786,66,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,7,0.00960998737534316,50,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,8,0.009919799625772224,47,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,9,0.010082312799077857,44,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,10,0.012856143996815636,17,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,11,0.007936170216261453,72,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,12,0.01011962117974606,43,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,13,0.010523823588604838,36,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,14,0.010148503123728241,42,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,15,0.010759482049174662,34,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,16,0.011958910189921176,23,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,17,0.012102493254311257,21,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,18,0.014787262667695839,14,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,19,0.02286274990635182,5,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,20,0.011996024696752438,22,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,21,0.010616470164520336,35,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,22,0.00873352815950638,61,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,23,0.011625004137579862,29,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,24,0.010480477667976655,37,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,25,0.007692308073412097,74,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,26,0.02502924783807885,3,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,27,0.008782730440849755,59,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,28,0.008725853729979105,62,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,29,0.013943784189332776,15,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,30,0.010324719480425416,40,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,31,0.008394316908987363,70,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,32,0.01194562822064136,24,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,33,0.008753089259087266,60,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,34,0.009464414751972959,52,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,35,0.01243025460049214,19,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,36,0.016128011535626458,11,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,37,0.01172882487900539,27,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,38,0.01025389585937117,41,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,39,0.020524995254049168,6,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,40,0.009810058513456222,48,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,41,0.00994407080400882,45,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,42,0.008791180974843856,58,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,43,0.011156347223243367,32,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,44,0.011906613820934248,25,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,45,0.009937453401316661,46,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,46,0.09527338082825187,1,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,47,0.011564413502862763,30,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,48,0.00848718298975403,69,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,49,0.016389894344910456,8,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,50,0.012491554770570306,18,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,51,0.023849826972411496,4,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,52,0.007895279237168417,73,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,53,0.008665153885184837,63,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,54,0.009559882734195491,51,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,55,0.016364525917640822,9,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,56,0.008876787469058697,57,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,57,0.012341301202045988,20,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,58,0.008596292296348557,64,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,59,0.008580362987765704,65,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,60,0.013233980425336807,16,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,61,0.008878273128931496,56,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,62,0.009780004854719289,49,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,63,0.009032891211981383,54,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,64,0.01580776090072656,12,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,65,0.008546897730138841,67,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,66,0.008542881438757572,68,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,67,0.010378535220982643,38,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,68,0.008879266232113709,55,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,69,0.015129776802537744,13,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,70,0.07518039738871825,2,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,71,0.011904306278670505,26,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,72,0.011173668655389164,31,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,73,0.01619677065617633,10,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,250,0.5g,525,natural,out,74,0.011630388113675184,28,0.0019360734551790663
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,1,0.006862362575180999,57,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,2,0.007354162090182093,47,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,3,0.02692773368236257,9,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,4,0.007240084598680651,50,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,5,0.006677586864136167,58,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,6,0.006641036367450932,60,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,7,0.006214944423792637,70,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,8,0.008426924364714684,30,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,9,0.008386076561392123,31,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,10,0.01241719206528599,16,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,11,0.0066304803724011015,61,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,12,0.0072792456393092845,49,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,13,0.007365017483664275,46,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,14,0.008079250729298383,35,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,15,0.008548514933344858,28,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,16,0.007865374007874027,37,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,17,0.009498247055541831,21,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,18,0.012769986314074548,15,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,19,0.05117450016697829,5,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,20,0.008111761657550254,33,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,21,0.007728118133960694,39,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,22,0.006345448130719618,67,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,23,0.00899877170605593,22,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,24,0.006565963642114395,63,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,25,0.006434687258313195,65,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,26,0.054540450994615956,3,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,27,0.006205597191185919,71,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,28,0.007295791460991133,48,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,29,0.012864072916404883,14,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,30,0.008097009393666891,34,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,31,0.006241306364868888,69,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,32,0.012066026771065955,17,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,33,0.00555733169923553,74,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,34,0.0075268756541108876,42,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,35,0.008858547779433897,24,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,36,0.03313338611342519,8,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,37,0.008650538294685928,27,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,38,0.007779392451533576,38,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,39,0.051509026370691484,4,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,40,0.0074764959003131345,44,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,41,0.008164339840716682,32,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,42,0.006644304809052533,59,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,43,0.007025203255030558,55,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,44,0.008497795473817696,29,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,45,0.0073779489042256185,45,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,46,0.0689153225432983,2,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,47,0.008963792668280708,23,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,48,0.007064368951670837,54,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,49,0.04006554269454427,7,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,50,0.009996456421648594,19,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,51,0.044895648177735975,6,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,52,0.005959616695222183,72,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,53,0.005768672321848528,73,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,54,0.007867856509131937,36,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,55,0.019100948313092152,11,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,56,0.0064826202589515405,64,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,57,0.008738879265748326,25,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,58,0.006285223169139809,68,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,59,0.006877218165428484,56,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,60,0.011818011115674884,18,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,61,0.007137839352304728,53,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,62,0.007202361782387494,51,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,63,0.0075122039431437465,43,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,64,0.016016110910418695,13,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,65,0.006364565048907058,66,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,66,0.006598337743587249,62,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,67,0.007691574670718172,41,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,68,0.007156731377760497,52,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,69,0.01676749959741646,12,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,70,0.07255215497387751,1,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,71,0.009574674664475617,20,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,72,0.007697007790296443,40,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,73,0.024206602314629712,10,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,in,74,0.008667246095208185,26,0.005349573515172479
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,1,0.004308111581602464,59,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,2,0.005255029701139703,40,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,3,0.021728369848336766,9,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,4,0.0037604307543054206,73,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,5,0.005514448115164019,36,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,6,0.004050746605618146,65,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,7,0.0046134327181591595,52,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,8,0.005088050915040901,42,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,9,0.005999130592717437,29,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,10,0.008976660731709099,16,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,11,0.0037921807069031138,72,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,12,0.005078984390917548,43,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,13,0.005013677432775864,44,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,14,0.004949240187928617,46,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,15,0.005331593466743414,38,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,16,0.0057366359311305255,32,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,17,0.006419034730800665,25,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,18,0.00919837141983494,15,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,19,0.0686604224638405,4,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,20,0.0068215720418466925,19,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,21,0.005412089387211318,37,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,22,0.003664272208916673,74,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,23,0.006140995540902702,27,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,24,0.005807349692922836,31,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,25,0.0038922112070487545,71,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,26,0.08787594092979661,3,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,27,0.004004635180213835,66,0.000795558374465685
mamba,mamba_add_rho0.05_wd0.3_tiersNone,1000,add,0.05,0.3,525,1g,525,natural,out,28,0.004946213801483498,47,0.000795558374465685
