arch,condition,seed,task,rho,wd,step,step_req,grok_step,basis,side,mode,energy_share,rank,dc_share
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,49,0.00922405556719472,13,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,50,0.006352317205204931,23,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,51,0.033057977581351435,6,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,52,0.0066119158144166456,21,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,53,0.004479716762981596,57,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,54,0.0055734168273408,34,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,55,0.007999024079242157,16,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,56,0.004700387594198744,48,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,57,0.005372983235257481,39,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,58,0.004418674971166378,61,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,59,0.003795369467933478,74,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,60,0.1787755748482815,1,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,61,0.004030552520628378,71,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,62,0.00437724661577319,63,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,63,0.006460413841470131,22,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,64,0.0042370853086933485,66,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,65,0.004167206455895418,69,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,66,0.005579950608462582,33,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,67,0.03341665797268983,5,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,68,0.004249622786575156,65,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,69,0.005711369304767215,31,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,70,0.13877371678213526,2,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,71,0.05179995329072287,4,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,72,0.005809259882526608,29,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,73,0.017537969459116672,10,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,450,1g,450,natural,out,74,0.004325415120704059,64,0.0009827364378786237
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,1,0.011813366876222049,74,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,2,0.011953771099381161,72,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,3,0.014529369982964295,10,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,4,0.013567234547463586,33,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,5,0.014470313130042227,12,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,6,0.012236926381450089,70,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,7,0.012443356181318258,67,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,8,0.013530028585883975,36,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,9,0.013258111357908177,43,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,10,0.01407905319783822,22,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,11,0.014402256085296793,14,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,12,0.014487384580296954,11,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,13,0.013782769709177342,28,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,14,0.014445767222223413,13,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,15,0.012860243493079637,56,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,16,0.012936732102507939,52,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,17,0.014286069475528768,16,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,18,0.014204761707405597,17,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,19,0.012917593892769705,53,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,20,0.012082117959045648,71,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,21,0.012984059185416164,51,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,22,0.013210808047671734,46,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,23,0.01606880259731161,1,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,24,0.01459338844927352,9,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,25,0.013752326915599637,29,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,26,0.012729039417772025,60,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,27,0.01338853182178599,41,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,28,0.01243835992645075,68,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,29,0.013929450597700385,25,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,30,0.014668402244672996,7,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,31,0.013540198273661038,35,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,32,0.01357420470084944,31,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,33,0.014122209220589585,20,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,34,0.01415415820177397,18,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,35,0.012769147905258823,58,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,36,0.011890321649020255,73,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,37,0.012881781526424633,55,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,38,0.013917673943950137,26,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,39,0.014067381271652602,23,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,40,0.013095104001637345,50,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,41,0.012541208534889572,66,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,42,0.013651848812154843,30,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,43,0.013134272598875037,47,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,44,0.014698009294783498,5,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,45,0.012634368020203282,63,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,46,0.014343314267372436,15,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,47,0.013249838483822997,44,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,48,0.014114410668917285,21,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,49,0.013273745948825376,42,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,50,0.014815912043347436,4,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,51,0.01356865447148266,32,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,52,0.013394046154273028,40,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,53,0.014619070658826209,8,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,54,0.013242063498005482,45,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,55,0.015491141500377418,2,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,56,0.013490473635926722,37,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,57,0.014967821744990027,3,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,58,0.013398674767634032,39,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,59,0.01309612414819399,49,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,60,0.013563995179793483,34,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,61,0.013120292170059597,48,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,62,0.013454746058085791,38,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,63,0.012437541834026103,69,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,64,0.013881957475636376,27,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,65,0.012660569567408308,62,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,66,0.012892588885663608,54,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,67,0.014136038193420667,19,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,68,0.012706124405742383,61,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,69,0.014687606834546682,6,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,70,0.012576484902273508,64,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,71,0.01280335287887888,57,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,72,0.013989792172327067,24,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,73,0.012565820720247513,65,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,in,74,0.012735512002712243,59,0.004826646049513348
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,1,0.011977339070655721,74,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,2,0.014500283578608462,5,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,3,0.014513416044526271,4,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,4,0.012771604221656234,66,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,5,0.014022443622711517,18,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,6,0.013785332716695823,25,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,7,0.014446365681716795,6,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,8,0.012416704088233343,71,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,9,0.013203125636548602,50,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,10,0.012225668440509204,72,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,11,0.013819604652807243,24,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,12,0.013035074707897666,60,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,13,0.013624954505665985,31,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,14,0.014298164876556456,10,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,15,0.013681980100995417,30,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,16,0.012773079395906013,65,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,17,0.013430233577478102,42,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,18,0.012683966413258647,67,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,19,0.014047365404778446,16,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,20,0.013883478756921759,22,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,21,0.013341223270493266,45,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,22,0.013341750862280916,44,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,23,0.013540174298722894,36,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,24,0.013038011018670664,59,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,25,0.01291063315248367,63,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,26,0.013234810825775566,48,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,27,0.012918594687451776,62,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,28,0.0121017460779036,73,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,29,0.013527609401838125,37,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,30,0.014166548966296029,12,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,31,0.013070726669232487,58,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,32,0.013254517697221508,47,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,33,0.013617940316530859,32,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,34,0.013607962950654877,34,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,35,0.013436302417392196,41,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,36,0.01457644488467108,3,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,37,0.013458035732610375,40,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,38,0.013337197673946408,46,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,39,0.01403856691435126,17,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,40,0.013983214333168938,20,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,41,0.01399806542370645,19,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,42,0.013592569032337375,35,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,43,0.01405683497842937,15,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,44,0.014212161862590725,11,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,45,0.013228135198926098,49,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,46,0.013157571831659264,52,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,47,0.013131866687413972,54,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,48,0.012665239963393376,68,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,49,0.014113267223819044,13,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,50,0.013724004949438649,27,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,51,0.01520959174046064,1,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,52,0.01245302821659551,70,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,53,0.013609078864643383,33,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,54,0.01246001862086853,69,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,55,0.014365372629883761,9,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,56,0.012959001808913795,61,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,57,0.013947890690018597,21,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,58,0.013504602365474964,39,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,59,0.013095884382070076,55,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,60,0.01279760335999261,64,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,61,0.014086656229248496,14,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,62,0.013183425148255932,51,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,63,0.014406944911613708,8,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,64,0.01480428851911144,2,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,65,0.013872736563293521,23,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,66,0.013690427237369457,29,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,67,0.013131979703204157,53,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,68,0.01307599906042575,57,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,69,0.013353379263761638,43,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,70,0.01441108533639761,7,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,71,0.013744514936935818,26,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,72,0.013513304537098385,38,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,73,0.013712452904039314,28,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,100,0.25g,650,natural,out,74,0.013088818172784442,56,0.006736466380407732
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,250,0.5g,650,natural,in,1,0.01018800475174032,74,0.002711464236096197
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,250,0.5g,650,natural,in,2,0.01113414623546232,67,0.002711464236096197
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,250,0.5g,650,natural,in,3,0.018474348626215466,3,0.002711464236096197
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,250,0.5g,650,natural,in,4,0.012130641064957771,52,0.002711464236096197
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,250,0.5g,650,natural,in,5,0.017220192100189432,7,0.002711464236096197
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,250,0.5g,650,natural,in,6,0.010543080437838573,71,0.002711464236096197
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,250,0.5g,650,natural,in,7,0.012454922323177523,46,0.002711464236096197
