arch,condition,seed,task,rho,wd,step,side,mode,energy_share,rank,dc_share
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,54,0.007589567120258037,44,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,55,0.00891086365117811,31,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,56,0.021865592198410968,9,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,57,0.05213458491848347,4,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,58,0.008126628335558293,38,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,59,0.007814182451917517,42,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,60,0.007268345937750618,49,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,61,0.01843368572419717,11,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,62,0.007679920023344902,43,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,63,0.005248032733360015,71,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,64,0.004231768439548399,74,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,65,0.005451029923374801,70,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,66,0.01150233985245687,20,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,67,0.00805067356603589,40,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,68,0.00937563694806873,26,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,69,0.040776707717288925,6,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,70,0.012271364075405888,19,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,71,0.008413341516764506,33,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,72,0.008160873434986997,37,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,73,0.016083889581566053,13,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,out,74,0.006978757281126416,55,0.0014676219984556798
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,1,0.008641130275471096,20,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,2,0.0046357165112450496,71,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,3,0.009503096736007506,15,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,4,0.0051481514301299726,64,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,5,0.05413486780588659,6,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,6,0.006075859666520376,43,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,7,0.009247965288457014,18,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,8,0.09304178736271018,2,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,9,0.007320355299065444,23,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,10,0.010944848724343184,12,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,11,0.006374719567713538,37,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,12,0.009361858932507981,16,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,13,0.00662731842790775,28,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,14,0.03502665739136177,8,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,15,0.006433785523235315,32,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,16,0.009312075415993683,17,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,17,0.005813243291183261,46,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,18,0.005283931596438845,62,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,19,0.006592005082472767,30,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,20,0.005789375649761551,48,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,21,0.08542870223793916,4,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,22,0.0070613812985706875,25,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,23,0.005367080589729665,60,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,24,0.010290046435808047,13,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,25,0.0063105291219063015,38,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,26,0.006420259234023939,34,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,27,0.00517137961975922,63,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,28,0.012671726534905663,11,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,29,0.005333346326255414,61,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,30,0.0068246459256459824,26,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,31,0.005076474325023794,66,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,32,0.007425550992316585,22,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,33,0.006625908007574171,29,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,34,0.0049628474902491055,68,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,35,0.016893221506949507,9,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,36,0.008458128457557664,21,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,37,0.006084786949214808,42,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,38,0.006375824020116922,36,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,39,0.006209368460074028,40,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,40,0.005565605111885628,56,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,41,0.0057488310312880705,50,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,42,0.009688562951397457,14,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,43,0.005445155449272324,59,0.00714541644791323
