arch,condition,seed,task,rho,wd,step,lesion,side,param,dose,control_seed,test_acc,test_ce,train_reg_acc,train_reg_ce,acc_exc,overreg_rate,other_err_rate,exc_ce,exc_logit_gap,best_model,gcm_best,n_probe,dbic_gcm_vs_uniform,dbic_rulefam_vs_gcm,dbic_rulex_vs_rule,gcm_circular_lambda,gcm_hamming_lambda,rule_eps,rulex_m,rulex_eps,bic_uniform,bic_gcm_hamming,bic_gcm_circular,bic_gcm_linear,bic_rule,bic_rulex,k_modes,n_modes_touched,basis,n_units_total,unit_rank,attr_min_selected,dprime_min_selected
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randk,both,34,0.25,2.0,0.9924331141338618,0.04390118643641472,0.9995403566832138,0.002335640601813793,0.9504504504504504,0.04054054054054054,0.009009009009009056,0.15038247406482697,7.2808356285095215,rulex,gcm_circular,11323,49065.12186491457,62215.651438224595,3688.5648635709554,40.0,0.05,0.027663408521303258,0.96,0.017045762711864407,113319.36804444087,113552.53804396512,64254.2461795263,64589.30671018884,5727.159604872664,2038.5947413017088,34.0,34.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randk,both,34,0.5,2.0,0.9933339338798306,0.03075123392045498,0.9996322853465711,0.0016109728021547198,0.8828828828828829,0.0990990990990991,0.018018018018018042,0.3282925486564636,5.341196537017822,rulex,gcm_circular,11323,49142.28264701334,62215.98069297454,3367.6727920028998,40.0,0.05,0.025157644110275688,0.9,0.017045762711864407,113319.36804444087,113552.65297781027,64177.08539742753,64515.14572853372,5328.77749645589,1961.1047044529903,34.0,34.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randk,both,34,0.75,2.0,0.9956760652193496,0.021300548687577248,0.9998161426732856,0.0012602303177118301,0.7792792792792793,0.21621621621621623,0.0045045045045044585,0.7038220763206482,3.3736884593963623,rulex,gcm_circular,11323,49681.72969448534,62113.23061708441,2889.172861209364,40.0,0.05,0.02014611528822055,0.78,0.017045762711864407,113319.36804444087,113554.42150412838,63637.63834995553,63972.36748999879,4413.580594080488,1524.407732871124,34.0,34.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randk,both,34,1.0,2.0,0.9963967210161246,0.015451830811798573,0.9999080713366427,0.0012311141472309828,0.5765765765765766,0.38288288288288286,0.04054054054054057,1.3897713422775269,1.3898009061813354,rulex,gcm_circular,11323,49614.91314566103,62124.82884962864,2022.2993941950328,40.0,0.05,0.015134586466165414,0.6,0.017045762711864407,113319.36804444087,113557.6204805956,63704.45489877984,64041.024584715815,3601.9254433462297,1579.6260491511969,34.0,34.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,in,40,0.0,,0.9894604089721647,0.06163690984249115,0.9994484280198566,0.003318279515951872,0.972972972972973,0.018018018018018018,0.009009009009008955,0.07648646831512451,9.180784225463867,rulex,gcm_circular,11323,48343.516940235764,62374.51776382035,3774.8885000480855,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.81214690601,64975.8511042051,65317.64701718614,6376.221840432834,2601.3333403847487,34.0,40.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,in,40,0.25,,0.9909017205657148,0.05343233048915863,0.9994484280198566,0.002814752282574773,0.9684684684684685,0.02702702702702703,0.004504504504504514,0.09374269843101501,8.584290504455566,rulex,gcm_circular,11323,48822.96706426111,62187.47929476789,3760.787068038539,40.0,0.05,0.027663408521303258,0.98,0.017045762711864407,113319.36804444087,113552.1406153061,64496.40098017976,64835.7985417299,6069.708753450407,2308.921685411868,34.0,40.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,in,40,0.5,,0.9914422124132961,0.046320442110300064,0.9994484280198566,0.0023841538932174444,0.954954954954955,0.04054054054054054,0.004504504504504486,0.1263846606016159,7.924729824066162,rulex,gcm_circular,11323,48951.07979047266,62148.43740642461,3695.71078904682,40.0,0.05,0.027663408521303258,0.96,0.017045762711864407,113319.36804444087,113553.7113251983,64368.28825396821,64707.55237669274,5915.5616365904225,2219.8508475436024,34.0,40.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,in,40,0.75,,0.9921628682100712,0.04035903885960579,0.9994484280198566,0.002034326083958149,0.9414414414414415,0.04954954954954955,0.009009009009008966,0.18230529129505157,7.206084728240967,rulex,gcm_circular,11323,49124.261299013764,62089.55828368767,3638.7386005621183,40.0,0.05,0.027663408521303258,0.9400000000000001,0.017045762711864407,113319.36804444087,113554.2688643949,64195.1067454271,64529.589604800196,5744.2870623015515,2105.548461739433,34.0,40.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,in,40,1.0,,0.9928835240068462,0.035788994282484055,0.9995403566832138,0.0018148807575926185,0.9099099099099099,0.08558558558558559,0.004504504504504472,0.26903626322746277,6.431526184082031,rulex,gcm_circular,11323,49308.943649172455,62026.03978507429,3482.9726218144397,40.0,0.05,0.025157644110275688,0.92,0.017045762711864407,113319.36804444087,113554.24394047903,64010.42439526841,64343.837499325724,5467.357232008562,1984.3846101941224,34.0,40.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,out,27,0.0,,0.9894604089721647,0.06163690984249115,0.9994484280198566,0.003318279515951872,0.972972972972973,0.018018018018018018,0.009009009009008955,0.07648646831512451,9.180784225463867,rulex,gcm_circular,11323,48343.516940235764,62374.51776382035,3774.8885000480855,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.81214690601,64975.8511042051,65317.64701718614,6376.221840432834,2601.3333403847487,47.0,27.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,out,27,0.25,,0.9909017205657148,0.05273834988474846,0.9995403566832138,0.0028714153449982405,0.963963963963964,0.02702702702702703,0.009009009009008973,0.11613833904266357,8.12437629699707,rulex,gcm_circular,11323,48681.27529036966,62311.09402212908,3742.7100215082805,40.0,0.05,0.027663408521303258,0.98,0.017045762711864407,113319.36804444087,113549.49440512246,64638.09275407121,64975.45297426507,6069.708753450407,2326.9987319421266,47.0,27.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,out,27,0.5,,0.9918926222862805,0.0454278327524662,0.9995403566832138,0.002518994268029928,0.9459459459459459,0.04504504504504504,0.009009009009009014,0.1806713342666626,7.06796932220459,rulex,gcm_circular,11323,48849.38088834253,62316.33719231029,3659.146928229049,40.0,0.05,0.027663408521303258,0.96,0.017045762711864407,113319.36804444087,113551.75819224675,64469.98715609834,64805.351241534205,5812.7968920171,2153.6499637880506,47.0,27.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,out,27,0.75,,0.9927934420322494,0.039470963180065155,0.9996322853465711,0.0022564909886568785,0.9009009009009009,0.09009009009009009,0.009009009009009,0.2847275137901306,6.011562824249268,rulex,gcm_circular,11323,48985.247192263276,62308.90973145298,3442.1461112839525,40.0,0.05,0.025157644110275688,0.9,0.017045762711864407,113319.36804444087,113552.27304114368,64334.12085217759,64672.16980785653,5467.357232008562,2025.21112072461,47.0,27.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,out,27,1.0,,0.9931537699306369,0.03469694033265114,0.9997242140099283,0.0020944993011653423,0.8603603603603603,0.11711711711711711,0.022522522522522542,0.4441269636154175,4.955154895782471,rulex,gcm_circular,11323,49080.89155542818,62206.54774907122,3262.2038226262534,40.0,0.05,0.025157644110275688,0.88,0.017045762711864407,113319.36804444087,113552.60815810837,64238.47648901269,64579.468150322886,5294.132562567723,2031.9287399414693,47.0,27.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,both,40,0.0,,0.9894604089721647,0.06163690984249115,0.9994484280198566,0.003318279515951872,0.972972972972973,0.018018018018018018,0.009009009009008955,0.07648646831512451,9.180784225463867,rulex,gcm_circular,11323,48343.516940235764,62374.51776382035,3774.8885000480855,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.81214690601,64975.8511042051,65317.64701718614,6376.221840432834,2601.3333403847487,34.0,40.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,both,40,0.25,,0.9923430321592649,0.04124850407242775,0.9995403566832138,0.0022183354012668133,0.9369369369369369,0.05405405405405406,0.009009009009009028,0.17612722516059875,6.959975242614746,rulex,gcm_circular,11323,49050.97295153108,62193.582083063084,3617.736292434956,40.0,0.05,0.025157644110275688,0.9400000000000001,0.017045762711864407,113319.36804444087,113553.02829271415,64268.395092909785,64603.455203240366,5692.5493022816545,2074.8130098466986,34.0,40.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,both,40,0.5,,0.9946851634987839,0.02676534280180931,0.9996322853465711,0.0014527322491630912,0.8603603603603603,0.12162162162162163,0.01801801801801803,0.4321284890174866,4.69252872467041,rulex,gcm_circular,11323,49466.36501514879,62142.94951784196,3269.132990318517,40.0,0.05,0.02265187969924812,0.88,0.017045762711864407,113319.36804444087,113552.719243323,63853.00302929208,64182.47323030755,4979.186501768635,1710.053511450118,34.0,40.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,both,40,0.75,,0.9960363931177372,0.017066573724150658,0.9999080713366427,0.0011443585390225053,0.6891891891891891,0.3063063063063063,0.0045045045045045695,0.993042528629303,2.3968679904937744,rulex,gcm_circular,11323,49761.35739171472,62064.51499456762,2489.597550872046,40.0,0.05,0.01764035087719298,0.7000000000000001,0.017045762711864407,113319.36804444087,113556.41708434581,63558.010652726145,63890.58217281625,3983.0932090305773,1493.4956581585311,34.0,40.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,residual,both,40,1.0,,0.9971173768128997,0.011752855032682419,0.9999080713366427,0.0011567194014787674,0.45495495495495497,0.481981981981982,0.06306306306306303,2.010486602783203,0.09154796600341797,rulex,gcm_circular,11323,49549.18924915758,62243.24275329163,1521.018572855873,40.0,0.05,0.012628822055137844,0.48,0.017045762711864407,113319.36804444087,113560.21277432711,63770.17879528329,64107.27691501901,3047.9546148475306,1526.9360419916577,34.0,40.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,neurons,units,0,0.0,,0.9894604089721647,0.06163690984249115,0.9994484280198566,0.003318279515951872,0.972972972972973,0.018018018018018018,0.009009009009008955,0.07648646831512451,9.180784225463867,rulex,gcm_circular,11323,48343.516940235764,62374.51776382035,3774.8885000480855,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.81214690601,64975.8511042051,65317.64701718614,6376.221840432834,2601.3333403847487,,,,1536.0,grad,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,neurons,units,1,0.0006510416666666666,,0.9894604089721647,0.060977544635534286,0.9994484280198566,0.003320530289784074,0.972972972972973,0.018018018018018018,0.009009009009008955,0.0802546814084053,9.138351440429688,rulex,gcm_circular,11323,48344.013404488236,62374.02129956788,3774.8885000480855,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113550.16010063625,64975.35463995263,65317.150552933665,6376.221840432834,2601.3333403847487,,,,1536.0,grad,8.96318531036377,-0.11158697307109833
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,neurons,units,2,0.0013020833333333333,,0.9895504909467615,0.06084685027599335,0.9994484280198566,0.003330644452944398,0.972972972972973,0.018018018018018018,0.009009009009008955,0.08049021661281586,9.096393585205078,rulex,gcm_circular,11323,48377.48462831941,62358.66752293175,3776.0570350982925,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113550.34339906389,64941.883416121455,65283.67401618287,6359.272928287996,2583.215893189704,,,,1536.0,grad,8.653582572937012,-0.11158697307109833
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,neurons,units,4,0.0026041666666666665,,0.9897306548959554,0.06034331023693085,0.9994484280198566,0.003337447065860033,0.972972972972973,0.018018018018018018,0.009009009009008955,0.08105430006980896,9.019725799560547,rulex,gcm_circular,11323,48455.89050638643,62316.496539254826,3778.3941051987076,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.89505421076,64863.47753805444,65205.241819565745,6325.375103998322,2546.980998799614,,,,1536.0,grad,7.634927749633789,-0.1893020123243332
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,neurons,units,8,0.005208333333333333,,0.9898207368705522,0.05942022427916527,0.9994484280198566,0.003386755706742406,0.972972972972973,0.018018018018018018,0.009009009009008955,0.08442217111587524,8.888798713684082,rulex,gcm_circular,11323,48496.345783114106,62294.15870972219,3779.5626402489147,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.35773093952,64823.02226132676,65164.79349703118,6308.426191853484,2528.8635516045692,,,,1536.0,grad,6.570794582366943,-0.1893020123243332
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,neurons,units,16,0.010416666666666666,,0.9900909827943428,0.05833873525261879,0.9994484280198566,0.003319783601909876,0.9684684684684685,0.02252252252252252,0.009009009009009021,0.09610126167535782,8.648317337036133,rulex,gcm_circular,11323,48511.93795907465,62325.146602007735,3758.3470599156512,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113550.13311613884,64807.43008536622,65149.17956871316,6240.630543274134,2482.2834833584825,,,,1536.0,grad,5.918591499328613,-0.22084586322307587
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,neurons,units,32,0.020833333333333332,,0.990000900819746,0.0557154156267643,0.9993564993564994,0.0033406454604119062,0.9684684684684685,0.02252252252252252,0.009009009009009021,0.11137396842241287,8.201861381530762,rulex,gcm_circular,11323,48462.20908892122,62356.75802496612,3757.1785248654446,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113550.49853630716,64857.15895551965,65199.47882313058,6257.5794554189715,2500.400930553527,,,,1536.0,grad,5.1391706466674805,-0.22084586322307587
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,neurons,units,64,0.041666666666666664,,0.990000900819746,0.051463957875967026,0.9995403566832138,0.0032558657694607973,0.9414414414414415,0.04954954954954955,0.009009009009008966,0.1590377390384674,7.397781848907471,rulex,gcm_circular,11323,48522.829342960984,62256.17150705938,3614.9788461743346,40.0,0.05,0.027663408521303258,0.9400000000000001,0.017045762711864407,113319.36804444087,113552.34234893452,64796.53870147988,65136.247767870875,6155.346040594843,2540.367194420508,,,,1536.0,grad,4.337965965270996,-0.22084586322307587
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,neurons,units,128,0.08333333333333333,,0.9917124583370868,0.04409761354327202,0.9994484280198566,0.0031127394177019596,0.8918918918918919,0.09009009009009009,0.01801801801801803,0.29225823283195496,6.033010482788086,rulex,gcm_circular,11323,48944.60532462564,62096.32872870233,3396.7928442246684,40.0,0.05,0.025157644110275688,0.9,0.017045762711864407,113319.36804444087,113553.36929094789,64374.762719815226,64710.16366237924,5675.22683533757,2278.433991112902,,,,1536.0,grad,3.441460371017456,-0.22084586322307587
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,neurons,units,256,0.16666666666666666,,0.9923430321592649,0.034833140671253204,0.9996322853465711,0.002857001731172204,0.7837837837837838,0.1891891891891892,0.02702702702702703,0.6831216812133789,3.9003243446350098,rulex,gcm_circular,11323,48865.735901713044,62186.767038777005,2905.2328398399645,40.0,0.05,0.02265187969924812,0.8,0.017045762711864407,113319.36804444087,113553.44990678343,64453.63214272782,64794.8028778486,5172.09794379078,2266.8651039508154,,,,1536.0,grad,2.3594346046447754,-0.23909850418567657
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,neurons,units,512,0.3333333333333333,,0.9931537699306369,0.03264264017343521,0.9996322853465711,0.004419632721692324,0.5675675675675675,0.38288288288288286,0.0495495495495496,1.7447528839111328,1.080495834350586,rulex,gcm_circular,11323,48584.274813055665,62469.04718100562,1987.5419708703075,40.0,0.05,0.02014611528822055,0.6,0.017045762711864407,113319.36804444087,113559.84649338319,64735.0932313852,65091.28574199006,4253.588021249888,2266.0460503795803,,,,1536.0,grad,1.1725144386291504,-0.23909850418567657
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,0,0.0,0.0,0.9894604089721647,0.06163690984249115,0.9994484280198566,0.003318279515951872,0.972972972972973,0.018018018018018018,0.009009009009008955,0.07648646831512451,9.180784225463867,rulex,gcm_circular,11323,48343.516940235764,62374.51776382035,3774.8885000480855,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.81214690601,64975.8511042051,65317.64701718614,6376.221840432834,2601.3333403847487,,,,1536.0,grad,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,1,0.0006510416666666666,0.0,0.9895504909467615,0.061578843742609024,0.9994484280198566,0.0033257226459681988,0.972972972972973,0.018018018018018018,0.009009009009008955,0.07629597187042236,9.172401428222656,rulex,gcm_circular,11323,48383.98179972139,62352.17035152977,3776.0570350982925,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.8405812759,64935.38624471948,65277.18215770051,6359.272928287996,2583.215893189704,,,,1536.0,grad,1.7694118022918701,-0.027615690603852272
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,2,0.0013020833333333333,0.0,0.9893703269975678,0.061544451862573624,0.9994484280198566,0.0032548741437494755,0.972972972972973,0.018018018018018018,0.009009009009008955,0.07665276527404785,9.166666030883789,rulex,gcm_circular,11323,48337.61889994112,62362.29835691996,3773.719964997879,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.7007007107,64981.74914449975,65323.545142834635,6393.170752577672,2619.450787579793,,,,1536.0,grad,0.42255473136901855,-0.05146847292780876
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,4,0.0026041666666666665,0.0,0.9895504909467615,0.061405643820762634,0.9994484280198566,0.0033030235208570957,0.9774774774774775,0.013513513513513514,0.009009009009009,0.07883434742689133,9.139020919799805,rulex,gcm_circular,11323,48396.62395799127,62347.300466598936,3800.7782205821777,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.57118894893,64922.744086449595,65264.50718755052,6376.221840432834,2575.4436198506564,,,,1536.0,grad,0.5894284248352051,-0.0632060170173645
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,8,0.005208333333333333,0.0,0.9895504909467615,0.06255823373794556,0.9993564993564994,0.003387285629287362,0.972972972972973,0.018018018018018018,0.009009009009008955,0.07344343513250351,9.23830795288086,rulex,gcm_circular,11323,48377.95819985834,62358.19395139282,3776.0570350982925,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113550.20323685961,64941.40984458253,65283.73697990701,6359.272928287996,2583.215893189704,,,,1536.0,grad,-10.279032707214355,-0.12975449860095978
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,16,0.010416666666666666,0.0,0.9893703269975678,0.061767809092998505,0.9994484280198566,0.0034056745935231447,0.972972972972973,0.018018018018018018,0.009009009009008955,0.07649741321802139,9.088756561279297,rulex,gcm_circular,11323,48382.55684220758,62317.36041465349,3773.719964997879,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.9949271133,64936.811202233286,65279.11863726899,6393.170752577672,2619.450787579793,,,,1536.0,grad,-11.181182861328125,-0.1893020123243332
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,32,0.020833333333333332,0.0,0.9891000810737771,0.06224147230386734,0.9995403566832138,0.0034203955437988043,0.9774774774774775,0.018018018018018018,0.004504504504504497,0.07553571462631226,9.06674575805664,rulex,gcm_circular,11323,48244.2670074698,62419.374954336396,3788.2914063775142,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113550.712186354,65075.101036971064,65417.82443208024,6444.017489012184,2655.72608263467,,,,1536.0,grad,-6.058085918426514,-0.1695266216993332
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,64,0.041666666666666664,0.0,0.9894604089721647,0.06176036596298218,0.9993564993564994,0.003535693511366844,0.9774774774774775,0.018018018018018018,0.004504504504504497,0.07931876182556152,8.996655464172363,rulex,gcm_circular,11323,48391.10365545717,62345.008095129204,3792.9655465783435,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113548.46639727135,64928.2643889837,65270.63174886033,6376.221840432834,2583.2562938544907,,,,1536.0,grad,-9.562044143676758,-0.20598770678043365
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,128,0.08333333333333333,0.0,0.9877488514548239,0.06573130190372467,0.9994484280198566,0.0037332007195800543,0.9819819819819819,0.013513513513513514,0.004504504504504542,0.07516513019800186,8.913090705871582,rulex,gcm_circular,11323,47967.79929053751,62431.853236682065,3795.1918261329683,40.0,0.05,0.0326749373433584,0.98,0.017045762711864407,113319.36804444087,113549.62903632765,65351.56875390336,65703.21978849694,6714.907343354263,2919.7155172212942,,,,1536.0,grad,-14.46316146850586,-0.21248281002044678
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,256,0.16666666666666666,0.0,0.9857670480136924,0.07418341189622879,0.9995403566832138,0.0043801660649478436,0.9684684684684685,0.018018018018018018,0.013513513513513525,0.09592971950769424,8.750621795654297,rulex,gcm_circular,11323,47467.04668819872,62490.095634330304,3705.149789331149,40.0,0.05,0.0326749373433584,0.98,0.017045762711864407,113319.36804444087,113546.88317923281,65852.32135624214,66212.67775077149,7067.375511242992,3362.225721911843,,,,1536.0,grad,-11.940694808959961,-0.22957323491573334
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,512,0.3333333333333333,0.0,0.9787406539951355,0.09540694206953049,0.9989887847030704,0.00836142711341381,0.9684684684684685,0.018018018018018018,0.013513513513513525,0.10671407729387283,8.3298921585083,rulex,gcm_circular,11323,46081.866295456566,62462.11514585896,3581.5506369610375,40.0,0.05,0.040192230576441106,0.98,0.017045762711864407,113319.36804444087,113544.19216500135,67237.5017489843,67630.29931992813,8356.937240086376,4775.386603125338,,,,1536.0,grad,-13.237504959106445,-0.23909850418567657
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,0,0.0,1.0,0.9894604089721647,0.06163690984249115,0.9994484280198566,0.003318279515951872,0.972972972972973,0.018018018018018018,0.009009009009008955,0.07648646831512451,9.180784225463867,rulex,gcm_circular,11323,48343.516940235764,62374.51776382035,3774.8885000480855,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.81214690601,64975.8511042051,65317.64701718614,6376.221840432834,2601.3333403847487,,,,1536.0,grad,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,1,0.0006510416666666666,1.0,0.9894604089721647,0.06142060086131096,0.9994484280198566,0.003311247332021594,0.9774774774774775,0.013513513513513514,0.009009009009009,0.07672224938869476,9.1565580368042,rulex,gcm_circular,11323,48347.107500433594,62378.69947696157,3799.6096855319706,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113551.1438785378,64972.26054400727,65314.59342164323,6393.170752577672,2593.5610670457013,,,,1536.0,grad,5.1391706466674805,-0.069634348154068
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,2,0.0013020833333333333,1.0,0.9895504909467615,0.06155446916818619,0.9994484280198566,0.0033054519444704056,0.972972972972973,0.018018018018018018,0.009009009009008955,0.0767546072602272,9.167682647705078,rulex,gcm_circular,11323,48383.92914879289,62352.22300245827,3776.0570350982925,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.55149477936,64935.438895647974,65277.2342965059,6359.272928287996,2583.215893189704,,,,1536.0,grad,0.823445200920105,-0.08275625109672546
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,4,0.0026041666666666665,1.0,0.9895504909467615,0.061624374240636826,0.9994484280198566,0.003338597947731614,0.9774774774774775,0.013513513513513514,0.009009009009009,0.07598281651735306,9.178497314453125,rulex,gcm_circular,11323,48408.248590349824,62335.675834240385,3800.7782205821777,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.96555329334,64911.119454091044,65253.829305832835,6376.221840432834,2575.4436198506564,,,,1536.0,grad,-6.491271018981934,-0.13955441117286682
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,8,0.005208333333333333,1.0,0.9893703269975678,0.06194132938981056,0.9995403566832138,0.0033236306626349688,0.9774774774774775,0.013513513513513514,0.009009009009009,0.07564285397529602,9.198434829711914,rulex,gcm_circular,11323,48381.3273438212,62326.36218637892,3798.441150481764,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.11149674785,64938.04070061967,65279.85076064393,6410.11966472251,2611.6785142407457,,,,1536.0,grad,-11.220039367675781,-0.1419115662574768
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,16,0.010416666666666666,1.0,0.9891000810737771,0.06176725775003433,0.9994484280198566,0.0033294144086539745,0.9774774774774775,0.013513513513513514,0.009009009009009,0.07741758227348328,9.132316589355469,rulex,gcm_circular,11323,48306.73173058,62346.60545803498,3794.9355453311414,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113548.9566182427,65012.636313860865,65355.30926365182,6460.966401157022,2666.0308558258807,,,,1536.0,grad,-4.890966892242432,-0.07236089557409286
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,randunits,units,32,0.020833333333333332,1.0,0.9890099990991803,0.06245102733373642,0.9995403566832138,0.0033648235257714987,0.9774774774774775,0.018018018018018018,0.004504504504504497,0.07378332316875458,9.075973510742188,rulex,gcm_circular,11323,48376.42587435213,62269.09864025903,3787.1228713273076,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113551.89089626404,64942.94217008874,65288.4075304918,6460.966401157022,2673.8435298297145,,,,1536.0,grad,-5.528480529785156,-0.18541516363620758
