arch,condition,seed,task,rho,wd,step,lesion,side,param,dose,control_seed,test_acc,test_ce,train_reg_acc,train_reg_ce,acc_exc,overreg_rate,other_err_rate,exc_ce,exc_logit_gap,best_model,gcm_best,n_probe,dbic_gcm_vs_uniform,dbic_rulefam_vs_gcm,dbic_rulex_vs_rule,gcm_circular_lambda,gcm_hamming_lambda,rule_eps,rulex_m,rulex_eps,bic_uniform,bic_gcm_hamming,bic_gcm_circular,bic_gcm_linear,bic_rule,bic_rulex,k_modes,n_modes_touched,basis,n_units_total,unit_rank,attr_min_selected,dprime_min_selected
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,24,24.0,,0.25267993874425726,2.717754602432251,0.30979959551388125,2.3705813884735107,0.03153153153153153,0.05405405405405406,0.9144144144144144,10.027424812316895,-5.432727813720703,gcm_circular,gcm_circular,11323,18108.194271206536,-2497.0676555128593,18.027211175576667,8.529552420184924,0.05,0.7568408521303258,0.36,0.7626593220338983,113319.36804444087,113408.2357682241,95211.17377323433,96076.70757955834,97726.26863992277,97708.24142874719,34.0,24.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,32,32.0,,0.4972524997747951,1.6539570093154907,0.5786909358337929,1.31227445602417,0.08108108108108109,0.11711711711711711,0.8018018018018017,8.520575523376465,-4.432700157165527,rulex,gcm_circular,11323,25980.759618401207,14008.884051504661,109.69973339486751,13.264129161351102,0.05,0.5137817042606516,0.4,0.5084728813559322,113319.36804444087,113463.34465352177,87338.60842603966,88182.80861563011,73439.42410792987,73329.724374535,34.0,32.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,48,48.0,,0.8602828574002342,0.4033972918987274,0.9311454311454311,0.2034294754266739,0.4144144144144144,0.16666666666666666,0.41891891891891897,2.3125810623168945,2.052981376647949,rulex,gcm_circular,11323,39307.91505444018,48022.27672052411,1072.551781405964,25.722163336702906,0.05,0.15545739348370927,0.72,0.15261186440677965,113319.36804444087,113513.97124593932,74011.45299000069,74615.47005814835,27061.728050882546,25989.176269476582,34.0,48.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,74,74.0,,0.9894604089721647,0.06163690984249115,0.9994484280198566,0.003318279515951872,0.972972972972973,0.018018018018018018,0.009009009009008955,0.07648646831512451,9.180784225463867,rulex,gcm_circular,11323,48343.516940235764,62374.51776382035,3774.8885000480855,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.81214690601,64975.8511042051,65317.64701718614,6376.221840432834,2601.3333403847487,34.0,74.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,0,0.0,,0.007476803891541302,5.003945827484131,0.0058834344548630265,5.003945827484131,0.0,0.009009009009009009,0.990990990990991,5.003945827484131,0.0,uniform,gcm_hamming,11323,-3448.655887411529,3439.5711469760427,-9.334591334336437,0.2,0.05,0.9999,0.0,0.9999,113319.36804444087,116768.0239318524,116768.38329643532,116919.707059329,113328.45278487635,113337.78737621069,47.0,0.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,1,1.0,,0.007476803891541302,5.01982307434082,0.006894649751792609,5.006096363067627,0.018018018018018018,0.0,0.9819819819819819,4.858266353607178,0.21196255087852478,uniform,gcm_hamming,11323,-114.60561989361304,105.46171324314491,-9.216258904372808,0.2,1.192737828708027,0.9999,1.0,0.9999,113319.36804444087,113433.97366433448,113437.89236587807,113434.17746490761,113328.51195109134,113337.72820999571,47.0,1.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,2,2.0,,0.005765246374200522,5.0340375900268555,0.007722007722007722,5.005879878997803,0.02702702702702703,0.009009009009009009,0.963963963963964,4.720404624938965,0.42719948291778564,uniform,gcm_hamming,11323,-45.681981689238455,36.03516221149766,-9.21625890438736,0.2,2.2493653007613967,0.9999,1.0,0.9999,113319.36804444087,113365.0500261301,113425.16137928292,113423.7499241285,113329.01486391861,113338.231122823,47.0,2.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,3,3.0,,0.005765246374200522,5.0475568771362305,0.008917080345651774,5.009961128234863,0.04054054054054054,0.0045045045045045045,0.954954954954955,4.5975117683410645,0.6375799179077148,uniform,gcm_hamming,11323,-5.008710491543752,-4.667692093687947,-9.09792647442373,0.2,2.2493653007613967,0.9999,1.0,0.9999,113319.36804444087,113324.37675493241,113411.41118187233,113407.92097515389,113329.0444470261,113338.14237350052,47.0,3.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,4,4.0,,0.0072966399423475365,5.062267780303955,0.0075381503952932525,5.014266014099121,0.04954954954954955,0.0045045045045045045,0.9459459459459459,4.511489391326904,0.7902848720550537,gcm_hamming,gcm_hamming,11323,29.954038295298233,-39.127528053257265,-9.038760259456467,0.24940562575637185,2.7790625636246915,0.9999,1.0,0.9999,113319.36804444087,113289.41400614557,113399.58857006356,113399.0062584333,113328.54153419883,113337.58029445828,47.0,4.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,6,6.0,,0.0073867219169444194,5.096670150756836,0.009836366979224123,5.016172409057617,0.06306306306306306,0.0045045045045045045,0.9324324324324325,4.257564067840576,1.2134469747543335,gcm_hamming,gcm_hamming,11323,85.90283855519374,-95.04674520566186,-8.950010936998297,0.2,2.7790625636246915,0.9999,1.0,0.9999,113319.36804444087,113233.46520588567,113400.13409084603,113403.17145485207,113328.51195109134,113337.46196202833,47.0,6.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,8,8.0,,0.005945410323394289,5.122350215911865,0.009928295642581356,5.020545959472656,0.11261261261261261,0.0,0.8873873873873874,4.089241027832031,1.5094488859176636,gcm_hamming,gcm_hamming,11323,290.076931344287,-299.7237508220278,-8.595013647165615,0.2,3.433496875730229,0.9999,1.0,0.9999,113319.36804444087,113029.29111309658,113361.10234875008,113367.61494774147,113329.01486391861,113337.60987756577,47.0,8.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,12,12.0,,0.033690658499234305,4.044375896453857,0.05809891524177239,3.8660006523132324,0.17117117117117117,0.0045045045045045045,0.8243243243243243,3.737342596054077,1.5467997789382935,rulex,gcm_hamming,11323,247.56957247041282,459.7196165470814,109.80298474180745,0.2,2.7790625636246915,0.9723365914786968,1.0,0.9660084745762713,113319.36804444087,113071.79847197045,113305.17033905312,113303.5711130552,112721.88184016518,112612.07885542337,47.0,12.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,16,16.0,,0.36465183316818306,2.1298465728759766,0.4635043206471778,1.9069921970367432,0.1891891891891892,0.009009009009009009,0.8018018018018017,3.141029119491577,1.449182152748108,rulex,gcm_circular,11323,19879.29211962191,6321.10925959819,346.62024196433777,10.63659179388998,0.05,0.6465872180451128,0.96,0.6440389830508475,113319.36804444087,113420.81558180676,93440.07592481896,94714.82653993889,87465.5869071851,87118.96666522077,47.0,16.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,24,24.0,,0.31474641924150976,2.227712869644165,0.4429123000551572,1.918330192565918,0.3153153153153153,0.009009009009009009,0.6756756756756757,2.5203235149383545,2.7891714572906494,rulex,gcm_circular,11323,18888.95894730059,2759.0928894587123,561.8713006610778,10.63659179388998,0.05,0.6967025062656641,0.98,0.6948762711864407,113319.36804444087,113313.10031501121,94430.40909714028,95554.52692169472,92233.18750834264,91671.31620768156,47.0,24.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,32,32.0,,0.6217457886676876,1.2873553037643433,0.7597904026475455,0.965090274810791,0.5900900900900901,0.018018018018018018,0.39189189189189194,1.525414228439331,3.9194259643554688,rulex,gcm_circular,11323,25964.004353165306,29440.3555244242,1385.1183244240092,13.264129161351102,0.05,0.3935050125313283,0.98,0.37290677966101693,113319.36804444087,113422.18200243876,87355.36369127556,88374.29312080666,59300.12649127537,57915.00816685136,47.0,32.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,48,48.0,,0.9048734348256914,0.32076600193977356,0.9706747563890421,0.13890250027179718,0.8603603603603603,0.036036036036036036,0.10360360360360363,0.4714866876602173,5.896842002868652,rulex,gcm_circular,11323,41459.717374920525,53861.16220554325,2652.7357975269297,32.07626121398996,0.05,0.1128593984962406,0.96,0.10177457627118645,113319.36804444087,113509.62810412777,71859.65066952034,72318.19328302666,20651.22426150402,17998.48846397709,47.0,48.0,natural,,,,
transformer,transformer_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,74,74.0,,0.9894604089721647,0.06163690984249115,0.9994484280198566,0.003318279515951872,0.972972972972973,0.018018018018018018,0.009009009009008955,0.07648646831512451,9.180784225463867,rulex,gcm_circular,11323,48343.516940235764,62374.51776382035,3774.8885000480855,40.0,0.05,0.030169172932330828,0.98,0.017045762711864407,113319.36804444087,113549.81214690601,64975.8511042051,65317.64701718614,6376.221840432834,2601.3333403847487,47.0,74.0,natural,,,,
