arch,condition,seed,task,rho,wd,step,lesion,side,param,dose,control_seed,test_acc,test_ce,train_reg_acc,train_reg_ce,acc_exc,overreg_rate,other_err_rate,exc_ce,exc_logit_gap,best_model,gcm_best,n_probe,dbic_gcm_vs_uniform,dbic_rulefam_vs_gcm,dbic_rulex_vs_rule,gcm_circular_lambda,gcm_hamming_lambda,rule_eps,rulex_m,rulex_eps,bic_uniform,bic_gcm_hamming,bic_gcm_circular,bic_gcm_linear,bic_rule,bic_rulex,k_modes,n_modes_touched,n_units_total,unit_rank,attr_min_selected,dprime_min_selected
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,none,-,0,0.0,,0.9987388523556436,0.006968329194933176,1.0,0.0002196861314587295,1.0,0.0,0.0,0.0061150724068284035,18.67872428894043,rulex,gcm_circular,11323,50391.03371870485,62509.41838436686,4243.541988225596,40.0,0.05,0.02014611528822055,1.0,0.0001,113319.36804444087,113556.09601640102,62928.33432573602,63253.114238923044,4662.457929594754,418.9159413691583,,,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,0,0.0,,0.005945410323394289,18.63117218017578,0.007354293068578783,18.805192947387695,0.0045045045045045045,0.013513513513513514,0.981981981981982,18.94063949584961,-0.2964340150356293,gcm_linear,gcm_linear,11323,2162.895905613579,-2172.453975768847,-9.334591334336437,0.2,0.05,0.9999,0.0,0.9999,113319.36804444087,111433.45875360495,111434.16877025887,111156.47213882729,113328.92611459614,113338.26070593047,56.0,0.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,1,1.0,,0.003783442933069093,19.173242568969727,0.003033645890788748,19.41066551208496,0.0045045045045045045,0.0,0.9954954954954955,18.812278747558594,1.2863205671310425,uniform,gcm_hamming,11323,-310.58349025432835,300.2266761969222,-9.305008226830978,0.2,0.7813908624077989,0.9999,1.0,0.9999,113319.36804444087,113629.9515346952,113647.24165005013,113660.39615768715,113329.72485849827,113339.0298667251,56.0,1.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,2,2.0,,0.005585082425006756,20.214113235473633,0.0056076484647913215,20.28548812866211,0.018018018018018018,0.0045045045045045045,0.9774774774774775,19.67168617248535,1.1586153507232666,gcm_hamming,gcm_hamming,11323,322.6551180803799,-332.39068688057887,-9.245842011863715,0.2,0.05,0.9999,1.0,0.9999,113319.36804444087,112996.71292636049,113023.4158691816,113003.04844898506,113329.10361324107,113338.34945525293,56.0,2.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,3,3.0,,0.005495000450409873,19.805662155151367,0.006251149108291966,19.907468795776367,0.013513513513513514,0.0045045045045045045,0.981981981981982,18.750383377075195,2.30004620552063,gcm_linear,gcm_linear,11323,220.48506748644286,-230.25021939413273,-9.27542511934007,0.2,0.96539859156753,0.9999,1.0,0.9999,113319.36804444087,113124.53088134507,113138.68460125252,113098.88297695442,113329.13319634856,113338.4086214679,56.0,3.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,4,4.0,,0.008647869561300784,19.413036346435547,0.008733223018937305,19.472272872924805,0.036036036036036036,0.0,0.963963963963964,18.005069732666016,2.620330572128296,gcm_linear,gcm_linear,11323,136.4908019301074,-141.78664338748786,-12.561411270187818,0.2,1.8206298492503845,0.9973942355889724,1.0,0.9999,113319.36804444087,113195.34944772538,113217.84017891213,113182.87724251076,113324.66388589825,113337.22529716844,56.0,4.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,6,6.0,,0.008918115485091433,19.940868377685547,0.008181651038793897,19.952266693115234,0.02702702702702703,0.0,0.972972972972973,15.91909408569336,6.316456317901611,gcm_linear,gcm_linear,11323,263.2932263609546,-266.6163831991871,-14.504512781844824,0.2,0.96539859156753,0.9973942355889724,1.0,0.9999,113319.36804444087,113084.55260508586,113092.67171425148,113056.07481807991,113322.6912012791,113337.19571406094,56.0,6.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,8,8.0,,0.008377623637510134,19.922393798828125,0.008733223018937305,19.766027450561523,0.08558558558558559,0.0045045045045045045,0.9099099099099099,12.70766544342041,10.482819557189941,gcm_hamming,gcm_hamming,11323,96.61580586686614,-103.22677040367853,-11.009623330872273,0.7521206186172789,1.8206298492503845,0.9973942355889724,1.0,0.9999,113319.36804444087,113222.752238574,113230.13097519203,113224.69613975807,113325.97900897768,113336.98863230855,56.0,8.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,12,12.0,,0.01252139446896676,9.926979064941406,0.016822945394373966,9.712244987487793,0.04054054054054054,0.0045045045045045045,0.954954954954955,13.029047012329102,-0.5480033755302429,gcm_hamming,gcm_hamming,11323,584.5103759142658,-550.7311140073725,-50.33485790505074,0.2,1.8206298492503845,0.9948884711779449,1.0,0.9999,113319.36804444087,112734.8576685266,112762.87098926827,112768.79565471932,113285.58878253397,113335.92364043902,56.0,12.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,16,16.0,,0.014323033960904423,10.139334678649902,0.01728258871116014,9.848685264587402,0.05855855855855856,0.0045045045045045045,0.936936936936937,11.834851264953613,2.04158353805542,gcm_hamming,gcm_hamming,11323,616.70389445209,-555.1911178001028,-30.4324082009407,0.48365423502439153,2.2493653007613967,0.9923827067669173,1.0,0.9829542372881356,113319.36804444087,112702.66414998878,112738.92448944374,112745.09417671486,113257.85526778888,113288.28767598982,56.0,16.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,24,24.0,,0.013602378164129358,10.353792190551758,0.0169148740577312,9.962620735168457,0.14864864864864866,0.0045045045045045045,0.8468468468468469,9.441758155822754,6.786186218261719,gcm_hamming,gcm_hamming,11323,655.6863708857418,-593.971414980304,12.40262636708212,0.38784548949737163,2.2493653007613967,0.9923827067669173,1.0,0.9829542372881356,113319.36804444087,112663.68167355513,112741.75382561013,112746.31351036354,113270.05571490251,113257.65308853543,56.0,24.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,32,32.0,,0.014413115935501306,10.744576454162598,0.020867806582092297,10.173033714294434,0.2747747747747748,0.0,0.7252252252252251,7.194863796234131,12.030895233154297,gcm_hamming,gcm_hamming,11323,756.677354352898,-600.5057537963876,94.65882390452316,0.38784548949737163,2.7790625636246915,0.9923827067669173,1.0,0.9829542372881356,113319.36804444087,112562.69069008797,112770.16093391701,112766.66309875771,113257.85526778888,113163.19644388436,56.0,32.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,48,48.0,,0.29015404017656066,2.934515953063965,0.3448244162529877,2.504199981689453,0.27927927927927926,0.009009009009009009,0.7117117117117117,5.391520023345947,6.489954471588135,rulex,gcm_circular,11323,1860.120653271355,17450.481744998644,481.55238245902,2.8284271247461907,0.05,0.7192543859649123,0.98,0.7118220338983051,113319.36804444087,113203.80508024401,111459.24739116951,112113.435949748,94490.31802862989,94008.76564617087,56.0,48.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,in,74,74.0,,0.9987388523556436,0.006968329194933176,1.0,0.0002196861314587295,1.0,0.0,0.0,0.0061150724068284035,18.67872428894043,rulex,gcm_circular,11323,50391.03371870485,62509.41838436686,4243.541988225596,40.0,0.05,0.02014611528822055,1.0,0.0001,113319.36804444087,113556.09601640102,62928.33432573602,63253.114238923044,4662.457929594754,418.9159413691583,56.0,74.0,,,,
mamba,mamba_add_rho0.02_wd0.1_tiersNone,1000,add,0.02,0.1,final,lowpass,out,0,0.0,,0.007476803891541302,5.003945827484131,0.0058834344548630265,5.003945827484131,0.0,0.009009009009009009,0.990990990990991,5.003945827484131,0.0,uniform,gcm_hamming,11323,-3448.655887411529,3439.5711469760427,-9.334591334336437,0.2,0.05,0.9999,0.0,0.9999,113319.36804444087,116768.0239318524,116768.38329643532,116919.707059329,113328.45278487635,113337.78737621069,35.0,0.0,,,,
