arch,step_over_grok,family,share
transformer,0.019414919457438805,uniform,0.6666666666666666
transformer,0.022695105366946685,uniform,0.6666666666666666
transformer,0.02652948464431896,uniform,0.6111111111111112
transformer,0.031011689265747787,uniform,0.6111111111111112
transformer,0.036251170499885334,uniform,0.6111111111111112
transformer,0.04237587160604064,uniform,0.6111111111111112
transformer,0.0495353520895917,uniform,0.5
transformer,0.05790443980602486,uniform,0.5
transformer,0.06768750009458535,uniform,0.16666666666666666
transformer,0.07912342618981323,uniform,0.05555555555555555
transformer,0.09249147277217336,uniform,0.0
transformer,0.10811807510766078,uniform,0.0
transformer,0.12638482029342984,uniform,0.0
transformer,0.1477377652598511,uniform,0.0
transformer,0.17269832906594343,uniform,0.0
transformer,0.2018760254679039,uniform,0.0
transformer,0.23598334667821938,uniform,0.0
transformer,0.2758531617629184,uniform,0.0
transformer,0.32245905452963947,uniform,0.0
transformer,0.376939097538836,uniform,0.0
transformer,0.44062364277735727,uniform,0.0
transformer,0.5150678076168121,uniform,0.0
transformer,0.6020894493336132,uniform,0.0
transformer,0.7038135554931555,uniform,0.0
transformer,0.8227241341700465,uniform,0.0
transformer,0.9617248711152965,uniform,0.0
transformer,1.1242100350620863,uniform,0.0
transformer,1.3141473626117568,uniform,0.0
transformer,1.536174946671828,uniform,0.0
transformer,1.795714494371641,uniform,0.0
transformer,2.0991037201085545,uniform,0.0
transformer,2.4537511066398165,uniform,0.0
transformer,2.868316813342012,uniform,0.0
transformer,3.3529241492495565,uniform,0.0
transformer,3.919406774847221,uniform,0.0
transformer,4.581597669054491,uniform,0.0
transformer,5.3556669177068965,uniform,0.0
transformer,6.260516572014821,uniform,0.0
transformer,7.318242219076174,uniform,0.0
transformer,8.554672535565684,uniform,0.0
transformer,10.0,uniform,0.0
mamba,0.001,rule family,0.0
mamba,0.0011689518164985776,rule family,0.0
mamba,0.0013664483492953259,rule family,0.0
mamba,0.001597312280060254,rule family,0.0
mamba,0.0018671810912919207,rule family,0.0
mamba,0.0021826447283974874,rule family,0.0
mamba,0.0025514065200312875,rule family,0.0
mamba,0.002982471286216891,rule family,0.0
mamba,0.0034863652276780842,rule family,0.0
mamba,0.004075392965871778,rule family,0.0
mamba,0.004763938010401341,rule family,0.0
mamba,0.005568813990945267,rule family,0.0
mamba,0.00650967523045817,rule family,0.0
mamba,0.007609496685459876,rule family,0.0
mamba,0.008895134973108237,rule family,0.0
mamba,0.0103979841848149,rule family,0.0
mamba,0.012154742500762865,rule family,0.0
mamba,0.014208308325339224,rule family,0.0
mamba,0.016608827826277157,rule family,0.0
mamba,0.019414919457438805,rule family,0.0
mamba,0.022695105366946685,rule family,0.0
mamba,0.02652948464431896,rule family,0.0
mamba,0.031011689265747787,rule family,0.0
mamba,0.036251170499885334,rule family,0.0
mamba,0.04237587160604064,rule family,0.0
mamba,0.0495353520895917,rule family,0.0
mamba,0.05790443980602486,rule family,0.0
mamba,0.06768750009458535,rule family,0.0
mamba,0.07912342618981323,rule family,0.0
mamba,0.09249147277217336,rule family,0.0
mamba,0.10811807510766078,rule family,0.0
mamba,0.12638482029342984,rule family,0.0
mamba,0.1477377652598511,rule family,0.0
mamba,0.17269832906594343,rule family,0.0
mamba,0.2018760254679039,rule family,0.0
mamba,0.23598334667821938,rule family,0.0
mamba,0.2758531617629184,rule family,0.0
mamba,0.32245905452963947,rule family,0.05555555555555555
mamba,0.376939097538836,rule family,0.05555555555555555
mamba,0.44062364277735727,rule family,0.1111111111111111
mamba,0.5150678076168121,rule family,0.2777777777777778
mamba,0.6020894493336132,rule family,0.3888888888888889
mamba,0.7038135554931555,rule family,0.6111111111111112
mamba,0.8227241341700465,rule family,0.9444444444444444
mamba,0.9617248711152965,rule family,1.0
mamba,1.1242100350620863,rule family,1.0
mamba,1.3141473626117568,rule family,1.0
mamba,1.536174946671828,rule family,1.0
mamba,1.795714494371641,rule family,1.0
mamba,2.0991037201085545,rule family,1.0
mamba,2.4537511066398165,rule family,1.0
mamba,2.868316813342012,rule family,1.0
mamba,3.3529241492495565,rule family,1.0
mamba,3.919406774847221,rule family,1.0
mamba,4.581597669054491,rule family,1.0
mamba,5.3556669177068965,rule family,1.0
mamba,6.260516572014821,rule family,1.0
mamba,7.318242219076174,rule family,1.0
mamba,8.554672535565684,rule family,1.0
mamba,10.0,rule family,1.0
mamba,0.001,exemplar,1.0
mamba,0.0011689518164985776,exemplar,1.0
mamba,0.0013664483492953259,exemplar,1.0
mamba,0.001597312280060254,exemplar,1.0
mamba,0.0018671810912919207,exemplar,1.0
mamba,0.0021826447283974874,exemplar,0.8181818181818182
mamba,0.0025514065200312875,exemplar,0.875
mamba,0.002982471286216891,exemplar,0.8888888888888888
mamba,0.0034863652276780842,exemplar,0.8888888888888888
mamba,0.004075392965871778,exemplar,0.8888888888888888
mamba,0.004763938010401341,exemplar,0.8888888888888888
mamba,0.005568813990945267,exemplar,0.8888888888888888
mamba,0.00650967523045817,exemplar,0.8888888888888888
mamba,0.007609496685459876,exemplar,0.8888888888888888
mamba,0.008895134973108237,exemplar,0.8888888888888888
mamba,0.0103979841848149,exemplar,0.8888888888888888
mamba,0.012154742500762865,exemplar,0.8888888888888888
mamba,0.014208308325339224,exemplar,0.8888888888888888
mamba,0.016608827826277157,exemplar,0.8888888888888888
mamba,0.019414919457438805,exemplar,0.8888888888888888
mamba,0.022695105366946685,exemplar,0.8888888888888888
mamba,0.02652948464431896,exemplar,0.8888888888888888
mamba,0.031011689265747787,exemplar,0.8888888888888888
mamba,0.036251170499885334,exemplar,0.8888888888888888
mamba,0.04237587160604064,exemplar,0.8888888888888888
mamba,0.0495353520895917,exemplar,0.8888888888888888
mamba,0.05790443980602486,exemplar,1.0
mamba,0.06768750009458535,exemplar,1.0
mamba,0.07912342618981323,exemplar,1.0
mamba,0.09249147277217336,exemplar,1.0
mamba,0.10811807510766078,exemplar,1.0
mamba,0.12638482029342984,exemplar,1.0
mamba,0.1477377652598511,exemplar,1.0
mamba,0.17269832906594343,exemplar,1.0
mamba,0.2018760254679039,exemplar,1.0
mamba,0.23598334667821938,exemplar,1.0
mamba,0.2758531617629184,exemplar,1.0
mamba,0.32245905452963947,exemplar,0.9444444444444444
mamba,0.376939097538836,exemplar,0.9444444444444444
mamba,0.44062364277735727,exemplar,0.8888888888888888
mamba,0.5150678076168121,exemplar,0.7222222222222222
mamba,0.6020894493336132,exemplar,0.6111111111111112
mamba,0.7038135554931555,exemplar,0.3888888888888889
mamba,0.8227241341700465,exemplar,0.05555555555555555
mamba,0.9617248711152965,exemplar,0.0
mamba,1.1242100350620863,exemplar,0.0
mamba,1.3141473626117568,exemplar,0.0
mamba,1.536174946671828,exemplar,0.0
mamba,1.795714494371641,exemplar,0.0
mamba,2.0991037201085545,exemplar,0.0
mamba,2.4537511066398165,exemplar,0.0
mamba,2.868316813342012,exemplar,0.0
mamba,3.3529241492495565,exemplar,0.0
mamba,3.919406774847221,exemplar,0.0
mamba,4.581597669054491,exemplar,0.0
mamba,5.3556669177068965,exemplar,0.0
mamba,6.260516572014821,exemplar,0.0
mamba,7.318242219076174,exemplar,0.0
mamba,8.554672535565684,exemplar,0.0
mamba,10.0,exemplar,0.0
mamba,0.001,uniform,0.0
mamba,0.0011689518164985776,uniform,0.0
mamba,0.0013664483492953259,uniform,0.0
mamba,0.001597312280060254,uniform,0.0
mamba,0.0018671810912919207,uniform,0.0
mamba,0.0021826447283974874,uniform,0.18181818181818182
mamba,0.0025514065200312875,uniform,0.125
mamba,0.002982471286216891,uniform,0.1111111111111111
mamba,0.0034863652276780842,uniform,0.1111111111111111
mamba,0.004075392965871778,uniform,0.1111111111111111
mamba,0.004763938010401341,uniform,0.1111111111111111
mamba,0.005568813990945267,uniform,0.1111111111111111
mamba,0.00650967523045817,uniform,0.1111111111111111
mamba,0.007609496685459876,uniform,0.1111111111111111
mamba,0.008895134973108237,uniform,0.1111111111111111
mamba,0.0103979841848149,uniform,0.1111111111111111
mamba,0.012154742500762865,uniform,0.1111111111111111
mamba,0.014208308325339224,uniform,0.1111111111111111
mamba,0.016608827826277157,uniform,0.1111111111111111
mamba,0.019414919457438805,uniform,0.1111111111111111
mamba,0.022695105366946685,uniform,0.1111111111111111
mamba,0.02652948464431896,uniform,0.1111111111111111
mamba,0.031011689265747787,uniform,0.1111111111111111
mamba,0.036251170499885334,uniform,0.1111111111111111
mamba,0.04237587160604064,uniform,0.1111111111111111
mamba,0.0495353520895917,uniform,0.1111111111111111
mamba,0.05790443980602486,uniform,0.0
mamba,0.06768750009458535,uniform,0.0
mamba,0.07912342618981323,uniform,0.0
mamba,0.09249147277217336,uniform,0.0
mamba,0.10811807510766078,uniform,0.0
mamba,0.12638482029342984,uniform,0.0
mamba,0.1477377652598511,uniform,0.0
mamba,0.17269832906594343,uniform,0.0
mamba,0.2018760254679039,uniform,0.0
mamba,0.23598334667821938,uniform,0.0
mamba,0.2758531617629184,uniform,0.0
mamba,0.32245905452963947,uniform,0.0
mamba,0.376939097538836,uniform,0.0
mamba,0.44062364277735727,uniform,0.0
mamba,0.5150678076168121,uniform,0.0
mamba,0.6020894493336132,uniform,0.0
mamba,0.7038135554931555,uniform,0.0
mamba,0.8227241341700465,uniform,0.0
mamba,0.9617248711152965,uniform,0.0
mamba,1.1242100350620863,uniform,0.0
mamba,1.3141473626117568,uniform,0.0
mamba,1.536174946671828,uniform,0.0
mamba,1.795714494371641,uniform,0.0
mamba,2.0991037201085545,uniform,0.0
mamba,2.4537511066398165,uniform,0.0
mamba,2.868316813342012,uniform,0.0
mamba,3.3529241492495565,uniform,0.0
mamba,3.919406774847221,uniform,0.0
mamba,4.581597669054491,uniform,0.0
mamba,5.3556669177068965,uniform,0.0
mamba,6.260516572014821,uniform,0.0
mamba,7.318242219076174,uniform,0.0
mamba,8.554672535565684,uniform,0.0
mamba,10.0,uniform,0.0
kimi,0.001,rule family,0.0
kimi,0.0011689518164985776,rule family,0.0
kimi,0.0013664483492953259,rule family,0.0
kimi,0.001597312280060254,rule family,0.0
kimi,0.0018671810912919207,rule family,0.0
kimi,0.0021826447283974874,rule family,0.0
kimi,0.0025514065200312875,rule family,0.0
kimi,0.002982471286216891,rule family,0.0
kimi,0.0034863652276780842,rule family,0.0
kimi,0.004075392965871778,rule family,0.0
kimi,0.004763938010401341,rule family,0.0
kimi,0.005568813990945267,rule family,0.0
kimi,0.00650967523045817,rule family,0.0
kimi,0.007609496685459876,rule family,0.0
kimi,0.008895134973108237,rule family,0.0
kimi,0.0103979841848149,rule family,0.0
kimi,0.012154742500762865,rule family,0.0
kimi,0.014208308325339224,rule family,0.0
kimi,0.016608827826277157,rule family,0.0
kimi,0.019414919457438805,rule family,0.0
kimi,0.022695105366946685,rule family,0.0
kimi,0.02652948464431896,rule family,0.0
kimi,0.031011689265747787,rule family,0.0
kimi,0.036251170499885334,rule family,0.0
kimi,0.04237587160604064,rule family,0.0
kimi,0.0495353520895917,rule family,0.0
kimi,0.05790443980602486,rule family,0.0
kimi,0.06768750009458535,rule family,0.0
kimi,0.07912342618981323,rule family,0.0
kimi,0.09249147277217336,rule family,0.0
kimi,0.10811807510766078,rule family,0.0
kimi,0.12638482029342984,rule family,0.0
kimi,0.1477377652598511,rule family,0.0
kimi,0.17269832906594343,rule family,0.0
kimi,0.2018760254679039,rule family,0.0
kimi,0.23598334667821938,rule family,0.0
kimi,0.2758531617629184,rule family,0.0
kimi,0.32245905452963947,rule family,0.0
kimi,0.376939097538836,rule family,0.0
kimi,0.44062364277735727,rule family,0.0
kimi,0.5150678076168121,rule family,0.0625
kimi,0.6020894493336132,rule family,0.1875
kimi,0.7038135554931555,rule family,0.6875
kimi,0.8227241341700465,rule family,0.875
kimi,0.9617248711152965,rule family,1.0
kimi,1.1242100350620863,rule family,1.0
kimi,1.3141473626117568,rule family,1.0
kimi,1.536174946671828,rule family,1.0
kimi,1.795714494371641,rule family,1.0
kimi,2.0991037201085545,rule family,1.0
kimi,2.4537511066398165,rule family,1.0
kimi,2.868316813342012,rule family,1.0
kimi,3.3529241492495565,rule family,1.0
kimi,3.919406774847221,rule family,1.0
kimi,4.581597669054491,rule family,1.0
kimi,5.3556669177068965,rule family,1.0
kimi,6.260516572014821,rule family,1.0
kimi,7.318242219076174,rule family,1.0
kimi,8.554672535565684,rule family,1.0
kimi,10.0,rule family,1.0
kimi,0.001,exemplar,0.125
kimi,0.0011689518164985776,exemplar,0.125
kimi,0.0013664483492953259,exemplar,0.125
kimi,0.001597312280060254,exemplar,0.1875
kimi,0.0018671810912919207,exemplar,0.1875
kimi,0.0021826447283974874,exemplar,0.25
kimi,0.0025514065200312875,exemplar,0.25
kimi,0.002982471286216891,exemplar,0.375
kimi,0.0034863652276780842,exemplar,0.5
kimi,0.004075392965871778,exemplar,0.6875
kimi,0.004763938010401341,exemplar,0.6875
kimi,0.005568813990945267,exemplar,0.75
kimi,0.00650967523045817,exemplar,0.8125
kimi,0.007609496685459876,exemplar,0.9375
kimi,0.008895134973108237,exemplar,1.0
kimi,0.0103979841848149,exemplar,1.0
kimi,0.012154742500762865,exemplar,1.0
kimi,0.014208308325339224,exemplar,1.0
kimi,0.016608827826277157,exemplar,1.0
kimi,0.019414919457438805,exemplar,1.0
kimi,0.022695105366946685,exemplar,1.0
kimi,0.02652948464431896,exemplar,1.0
kimi,0.031011689265747787,exemplar,1.0
kimi,0.036251170499885334,exemplar,1.0
kimi,0.04237587160604064,exemplar,1.0
kimi,0.0495353520895917,exemplar,1.0
kimi,0.05790443980602486,exemplar,1.0
kimi,0.06768750009458535,exemplar,1.0
kimi,0.07912342618981323,exemplar,1.0
kimi,0.09249147277217336,exemplar,1.0
kimi,0.10811807510766078,exemplar,1.0
kimi,0.12638482029342984,exemplar,1.0
kimi,0.1477377652598511,exemplar,1.0
kimi,0.17269832906594343,exemplar,1.0
kimi,0.2018760254679039,exemplar,1.0
kimi,0.23598334667821938,exemplar,1.0
kimi,0.2758531617629184,exemplar,1.0
kimi,0.32245905452963947,exemplar,1.0
kimi,0.376939097538836,exemplar,1.0
kimi,0.44062364277735727,exemplar,1.0
kimi,0.5150678076168121,exemplar,0.9375
kimi,0.6020894493336132,exemplar,0.8125
kimi,0.7038135554931555,exemplar,0.3125
kimi,0.8227241341700465,exemplar,0.125
kimi,0.9617248711152965,exemplar,0.0
kimi,1.1242100350620863,exemplar,0.0
kimi,1.3141473626117568,exemplar,0.0
kimi,1.536174946671828,exemplar,0.0
kimi,1.795714494371641,exemplar,0.0
kimi,2.0991037201085545,exemplar,0.0
kimi,2.4537511066398165,exemplar,0.0
kimi,2.868316813342012,exemplar,0.0
kimi,3.3529241492495565,exemplar,0.0
kimi,3.919406774847221,exemplar,0.0
kimi,4.581597669054491,exemplar,0.0
kimi,5.3556669177068965,exemplar,0.0
kimi,6.260516572014821,exemplar,0.0
kimi,7.318242219076174,exemplar,0.0
kimi,8.554672535565684,exemplar,0.0
kimi,10.0,exemplar,0.0
kimi,0.001,uniform,0.875
kimi,0.0011689518164985776,uniform,0.875
kimi,0.0013664483492953259,uniform,0.875
kimi,0.001597312280060254,uniform,0.8125
kimi,0.0018671810912919207,uniform,0.8125
kimi,0.0021826447283974874,uniform,0.75
kimi,0.0025514065200312875,uniform,0.75
kimi,0.002982471286216891,uniform,0.625
kimi,0.0034863652276780842,uniform,0.5
kimi,0.004075392965871778,uniform,0.3125
kimi,0.004763938010401341,uniform,0.3125
kimi,0.005568813990945267,uniform,0.25
kimi,0.00650967523045817,uniform,0.1875
kimi,0.007609496685459876,uniform,0.0625
kimi,0.008895134973108237,uniform,0.0
kimi,0.0103979841848149,uniform,0.0
kimi,0.012154742500762865,uniform,0.0
kimi,0.014208308325339224,uniform,0.0
kimi,0.016608827826277157,uniform,0.0
kimi,0.019414919457438805,uniform,0.0
kimi,0.022695105366946685,uniform,0.0
kimi,0.02652948464431896,uniform,0.0
kimi,0.031011689265747787,uniform,0.0
kimi,0.036251170499885334,uniform,0.0
kimi,0.04237587160604064,uniform,0.0
kimi,0.0495353520895917,uniform,0.0
kimi,0.05790443980602486,uniform,0.0
kimi,0.06768750009458535,uniform,0.0
kimi,0.07912342618981323,uniform,0.0
kimi,0.09249147277217336,uniform,0.0
kimi,0.10811807510766078,uniform,0.0
kimi,0.12638482029342984,uniform,0.0
kimi,0.1477377652598511,uniform,0.0
kimi,0.17269832906594343,uniform,0.0
kimi,0.2018760254679039,uniform,0.0
kimi,0.23598334667821938,uniform,0.0
kimi,0.2758531617629184,uniform,0.0
kimi,0.32245905452963947,uniform,0.0
kimi,0.376939097538836,uniform,0.0
kimi,0.44062364277735727,uniform,0.0
kimi,0.5150678076168121,uniform,0.0
kimi,0.6020894493336132,uniform,0.0
kimi,0.7038135554931555,uniform,0.0
kimi,0.8227241341700465,uniform,0.0
kimi,0.9617248711152965,uniform,0.0
kimi,1.1242100350620863,uniform,0.0
kimi,1.3141473626117568,uniform,0.0
kimi,1.536174946671828,uniform,0.0
kimi,1.795714494371641,uniform,0.0
kimi,2.0991037201085545,uniform,0.0
kimi,2.4537511066398165,uniform,0.0
kimi,2.868316813342012,uniform,0.0
kimi,3.3529241492495565,uniform,0.0
kimi,3.919406774847221,uniform,0.0
kimi,4.581597669054491,uniform,0.0
kimi,5.3556669177068965,uniform,0.0
kimi,6.260516572014821,uniform,0.0
kimi,7.318242219076174,uniform,0.0
kimi,8.554672535565684,uniform,0.0
kimi,10.0,uniform,0.0
