condition,arch,task,joint,rho,wd,seed,grok_step,non_grokking,steps_run,cap,t_half_test_acc,t_switch_rule_or_rulex,mech_metric,t_half_mech,t_half_mech_corrected,mech_window_start,t_train_mem_reg,t_gen_persist,W_mem_to_gen_reg,t_half_mech_finalmode,mech_mode_stable,mech_final_mode,t_half_mech_use,regime_seq,switch_rel_grok,peak_overreg,t_peak_overreg,t_exc_memorized,acc_exc_at_grok,mem_to_grok_ratio,final_acc_exc,final_overreg
transformer_add_rho0_wd0.1_tiersNone,transformer,add,False,0.0,0.1,1000,425.0,False,1425,20000,331.8344915527108,225.0,fourier_conc_final_eq,146.856450777546,146.856450777546,,375.0,425.0,50.0,158.11388300841895,True,29.0,146.856450777546,uniform>gcm>rule,0.5294117647058824,,,,,,,
transformer_add_rho0_wd0.1_tiersNone,transformer,add,False,0.0,0.1,1001,325.0,False,1325,20000,257.6334708311398,175.0,fourier_conc_final_eq,141.26228207522132,141.26228207522132,,300.0,325.0,25.0,,False,8.0,141.26228207522132,uniform>gcm>rule,0.5384615384615384,,,,,,,
transformer_add_rho0_wd0.1_tiersNone,transformer,add,False,0.0,0.1,1002,400.0,False,1400,20000,307.1505448012705,225.0,fourier_conc_final_eq,153.5215453070043,153.5215453070043,,350.0,400.0,50.0,907.1598625534928,False,59.0,153.5215453070043,gcm>rule,0.5625,,,,,,,
transformer_add_rho0_wd0.3_tiersNone,transformer,add,False,0.0,0.3,1000,375.0,False,1375,20000,299.4816040327054,225.0,fourier_conc_final_eq,147.0469657698218,147.0469657698218,,350.0,375.0,25.0,158.11388300841895,True,29.0,147.0469657698218,uniform>gcm>rule,0.6,,,,,,,
transformer_add_rho0_wd0.3_tiersNone,transformer,add,False,0.0,0.3,1001,300.0,False,1300,20000,253.12319902260626,175.0,fourier_conc_final_eq,140.8743221900585,140.8743221900585,,300.0,300.0,0.0,,False,8.0,140.8743221900585,uniform>gcm>rule,0.5833333333333334,,,,,,,
transformer_add_rho0_wd0.3_tiersNone,transformer,add,False,0.0,0.3,1002,375.0,False,1375,20000,296.5554714918336,225.0,fourier_conc_final_eq,152.55401528561345,152.55401528561345,,350.0,375.0,25.0,350.0,False,59.0,152.55401528561345,gcm>rule,0.6,,,,,,,
transformer_div_rho0.02_wd0.1_tiersNone,transformer,div,False,0.02,0.1,1000,825.0,False,8250,20000,427.714719494629,375.0,fourier_conc_final_eq,153.40856617776012,153.40856617776012,,625.0,825.0,200.0,,False,45.0,153.40856617776012,gcm>rulex,0.45454545454545453,0.3710407239819004,500.0,1625.0,0.8190045248868778,1.9696969696969697,0.995475113122172,0.004524886877828
transformer_div_rho0.02_wd0.1_tiersNone,transformer,div,False,0.02,0.1,1001,750.0,False,7500,20000,493.40445342652924,375.0,fourier_conc_final_eq,153.572267271855,153.572267271855,,625.0,750.0,125.0,153.572267271855,True,74.0,153.572267271855,uniform>gcm>rulex,0.5,0.3167420814479638,550.0,1750.0,0.7330316742081447,2.3333333333333335,0.990950226244344,0.0090497737556561
transformer_div_rho0.02_wd0.1_tiersNone,transformer,div,False,0.02,0.1,1002,675.0,False,6750,20000,450.90569578036553,350.0,fourier_conc_final_eq,71.73684735756804,71.73684735756804,,600.0,675.0,75.0,1538.7609145091735,False,50.0,71.73684735756804,gcm>rulex,0.5185185185185185,0.3846153846153846,475.0,1500.0,0.6470588235294118,2.2222222222222223,0.995475113122172,0.0
transformer_div_rho0_wd0.1_tiersNone,transformer,div,False,0.0,0.1,1000,625.0,False,1625,20000,360.1449600824871,300.0,fourier_conc_final_eq,144.43065488814878,144.43065488814878,,575.0,625.0,50.0,,False,1.0,144.43065488814878,uniform>gcm>rule,0.48,,,,,,,
transformer_div_rho0_wd0.1_tiersNone,transformer,div,False,0.0,0.1,1001,675.0,False,1675,20000,440.2494088729684,325.0,fourier_conc_final_eq,153.12786811360368,153.12786811360368,,650.0,675.0,25.0,,False,65.0,153.12786811360368,uniform>gcm>rule,0.48148148148148145,,,,,,,
transformer_div_rho0_wd0.1_tiersNone,transformer,div,False,0.0,0.1,1002,650.0,False,1650,20000,522.8004924086713,325.0,fourier_conc_final_eq,11.859304400167563,11.859304400167563,,625.0,650.0,25.0,,False,53.0,11.859304400167563,gcm>rule,0.5,,,,,,,
transformer_joint_rho0_wd0.3_tiersNone,transformer,add,True,0.0,0.3,1000,2600.0,False,9025,30000,2459.3126910499627,2525.0,fourier_conc_final_eq,565.6539921972101,612.5157934989011,500.0,2600.0,2600.0,0.0,,False,30.0,565.6539921972101,uniform>gcm>uniform>gcm>rule,0.9711538461538461,,,,,,,
transformer_joint_rho0_wd0.3_tiersNone,transformer,div,True,0.0,0.3,1000,8025.0,False,9025,30000,6885.443507255746,6150.0,fourier_conc_final_eq,4903.037198677792,4903.037198677792,,7725.0,8025.0,300.0,,False,10.0,4903.037198677792,uniform>gcm>rule>gcm>rule,0.7663551401869159,,,,,,,
transformer_joint_rho0_wd0.3_tiersNone,transformer,max,True,0.0,0.3,1000,175.0,False,9025,30000,6.111434114526991,1.0,linear_corr_final_eq,29.75657979231939,29.75657979231939,,800.0,175.0,-625.0,,True,,29.75657979231939,rule,0.005714285714285714,,,,,,,
transformer_joint_rho0_wd0.3_tiersNone,transformer,add,True,0.0,0.3,1001,2500.0,False,10300,30000,2385.8636696354342,2450.0,fourier_conc_final_eq,275.71427400200884,,500.0,2475.0,2500.0,25.0,,False,29.0,275.71427400200884,uniform>gcm>uniform>gcm>rule,0.98,,,,,,,
transformer_joint_rho0_wd0.3_tiersNone,transformer,div,True,0.0,0.3,1001,9300.0,False,10300,30000,8884.24752788997,25.0,fourier_conc_final_eq,6434.226097759551,6434.226097759551,,9300.0,9300.0,0.0,6935.124900806655,True,10.0,6434.226097759551,uniform>rule>gcm>rule,0.002688172043010753,,,,,,,
transformer_joint_rho0_wd0.3_tiersNone,transformer,max,True,0.0,0.3,1001,150.0,False,10300,30000,6.191994973747926,25.0,linear_corr_final_eq,34.79413773641389,34.79413773641389,,700.0,150.0,-550.0,,True,,34.79413773641389,uniform>rule,0.16666666666666666,,,,,,,
transformer_joint_rho0_wd0.3_tiersNone,transformer,add,True,0.0,0.3,1002,2700.0,False,10550,30000,2396.700828893359,2475.0,fourier_conc_final_eq,13.099333957516476,,500.0,2650.0,2700.0,50.0,,False,29.0,13.099333957516476,gcm>uniform>gcm>uniform>gcm>rule,0.9166666666666666,,,,,,,
transformer_joint_rho0_wd0.3_tiersNone,transformer,div,True,0.0,0.3,1002,9550.0,False,10550,30000,8736.653110292977,7750.0,fourier_conc_final_eq,6435.751079263956,6435.751079263956,,9450.0,9550.0,100.0,,False,14.0,6435.751079263956,gcm>uniform>gcm>rule,0.8115183246073299,,,,,,,
transformer_joint_rho0_wd0.3_tiersNone,transformer,max,True,0.0,0.3,1002,125.0,False,10550,30000,6.255695418118753,25.0,linear_corr_final_eq,30.435423234826647,30.435423234826647,,1075.0,200.0,-875.0,,True,,30.435423234826647,uniform>rule,0.2,,,,,,,
transformer_max_rho0.02_wd0.1_tiersNone,transformer,max,False,0.02,0.1,1000,50.0,False,2050,20000,5.49006174005059,1.0,linear_corr_final_eq,5.000000000000002,5.000000000000002,,225.0,50.0,-175.0,,True,,5.000000000000002,rule>rulex,0.02,0.954954954954955,75.0,,0.009009009009009,,0.8828828828828829,0.1081081081081081
transformer_max_rho0.02_wd0.1_tiersNone,transformer,max,False,0.02,0.1,1001,50.0,False,2050,20000,5.548645122104345,1.0,linear_corr_final_eq,4.999999999999999,4.999999999999999,,175.0,50.0,-125.0,,True,,4.999999999999999,rule>rulex>rule>rulex,0.02,0.9684684684684683,100.0,,0.0045045045045045,,0.8603603603603603,0.1351351351351351
transformer_max_rho0.02_wd0.1_tiersNone,transformer,max,False,0.02,0.1,1002,50.0,False,2050,20000,5.527804542224057,1.0,linear_corr_final_eq,8.492334779122467,8.492334779122467,,175.0,50.0,-125.0,,True,,8.492334779122467,rule>rulex>rule>rulex,0.02,0.963963963963964,100.0,,0.0045045045045045,,0.8648648648648649,0.1351351351351351
transformer_max_rho0_wd0.1_tiersNone,transformer,max,False,0.0,0.1,1000,50.0,False,1050,20000,5.507938591472535,1.0,linear_corr_final_eq,5.90426958594772,5.90426958594772,,175.0,50.0,-125.0,,True,,5.90426958594772,rule,0.02,,,,,,,
transformer_max_rho0_wd0.1_tiersNone,transformer,max,False,0.0,0.1,1001,50.0,False,1050,20000,5.544411800057792,1.0,linear_corr_final_eq,6.450543977799976,6.450543977799976,,200.0,50.0,-150.0,,True,,6.450543977799976,rule,0.02,,,,,,,
transformer_max_rho0_wd0.1_tiersNone,transformer,max,False,0.0,0.1,1002,50.0,False,1050,20000,5.518007159093607,1.0,linear_corr_final_eq,8.598052778391242,8.598052778391242,,175.0,50.0,-125.0,,True,,8.598052778391242,rule,0.02,,,,,,,
